,Soort misdrijf,Perioden,Regio's,Geregistreerde misdrijven (aantal),Aangiften (aantal)
16013,1.2.2 Diefstal van motorvoertuigen,2017,Stichtse Vecht,35.0,35.0
16014,1.2.2 Diefstal van motorvoertuigen,2018,Stichtse Vecht,32.0,31.0
16015,1.2.2 Diefstal van motorvoertuigen,2019,Stichtse Vecht,23.0,23.0
16016,1.2.2 Diefstal van motorvoertuigen,2020,Stichtse Vecht,25.0,24.0
16017,1.2.2 Diefstal van motorvoertuigen,2021,Stichtse Vecht,15.0,13.0
16018,1.2.2 Diefstal van motorvoertuigen,2022,Stichtse Vecht,15.0,15.0
16019,1.2.2 Diefstal van motorvoertuigen,2023,Stichtse Vecht,28.0,28.0
16020,1.2.2 Diefstal van motorvoertuigen,2012,Súdwest-Fryslân,19.0,18.0
16021,1.2.2 Diefstal van motorvoertuigen,2013,Súdwest-Fryslân,11.0,12.0
16022,1.2.2 Diefstal van motorvoertuigen,2014,Súdwest-Fryslân,16.0,13.0
16023,1.2.2 Diefstal van motorvoertuigen,2015,Súdwest-Fryslân,23.0,20.0
16024,1.2.2 Diefstal van motorvoertuigen,2016,Súdwest-Fryslân,18.0,21.0
16025,1.2.2 Diefstal van motorvoertuigen,2017,Súdwest-Fryslân,9.0,8.0
16026,1.2.2 Diefstal van motorvoertuigen,2018,Súdwest-Fryslân,11.0,10.0
16027,1.2.2 Diefstal van motorvoertuigen,2019,Súdwest-Fryslân,9.0,8.0
16028,1.2.2 Diefstal van motorvoertuigen,2020,Súdwest-Fryslân,6.0,6.0
16029,1.2.2 Diefstal van motorvoertuigen,2021,Súdwest-Fryslân,7.0,6.0
16030,1.2.2 Diefstal van motorvoertuigen,2022,Súdwest-Fryslân,5.0,4.0
16031,1.2.2 Diefstal van motorvoertuigen,2023,Súdwest-Fryslân,8.0,9.0
16032,1.2.2 Diefstal van motorvoertuigen,2012,Terneuzen,30.0,29.0
16033,1.2.2 Diefstal van motorvoertuigen,2013,Terneuzen,17.0,15.0
16034,1.2.2 Diefstal van motorvoertuigen,2014,Terneuzen,17.0,14.0
16035,1.2.2 Diefstal van motorvoertuigen,2015,Terneuzen,16.0,15.0
16036,1.2.2 Diefstal van motorvoertuigen,2016,Terneuzen,24.0,23.0
16037,1.2.2 Diefstal van motorvoertuigen,2017,Terneuzen,10.0,9.0
16038,1.2.2 Diefstal van motorvoertuigen,2018,Terneuzen,6.0,5.0
16039,1.2.2 Diefstal van motorvoertuigen,2019,Terneuzen,9.0,8.0
16040,1.2.2 Diefstal van motorvoertuigen,2020,Terneuzen,5.0,3.0
16041,1.2.2 Diefstal van motorvoertuigen,2021,Terneuzen,6.0,5.0
16042,1.2.2 Diefstal van motorvoertuigen,2022,Terneuzen,7.0,7.0
16043,1.2.2 Diefstal van motorvoertuigen,2023,Terneuzen,11.0,11.0
16044,1.2.2 Diefstal van motorvoertuigen,2012,Terschelling,,
16045,1.2.2 Diefstal van motorvoertuigen,2013,Terschelling,,
16046,1.2.2 Diefstal van motorvoertuigen,2014,Terschelling,1.0,1.0
16047,1.2.2 Diefstal van motorvoertuigen,2015,Terschelling,,
16048,1.2.2 Diefstal van motorvoertuigen,2016,Terschelling,1.0,1.0
16049,1.2.2 Diefstal van motorvoertuigen,2017,Terschelling,,
16050,1.2.2 Diefstal van motorvoertuigen,2018,Terschelling,,
16051,1.2.2 Diefstal van motorvoertuigen,2019,Terschelling,,
16052,1.2.2 Diefstal van motorvoertuigen,2020,Terschelling,,
16053,1.2.2 Diefstal van motorvoertuigen,2021,Terschelling,,
16054,1.2.2 Diefstal van motorvoertuigen,2022,Terschelling,,
16055,1.2.2 Diefstal van motorvoertuigen,2023,Terschelling,1.0,1.0
16056,1.2.2 Diefstal van motorvoertuigen,2012,Texel,5.0,4.0
16057,1.2.2 Diefstal van motorvoertuigen,2013,Texel,1.0,1.0
16058,1.2.2 Diefstal van motorvoertuigen,2014,Texel,,
16059,1.2.2 Diefstal van motorvoertuigen,2015,Texel,4.0,4.0
16060,1.2.2 Diefstal van motorvoertuigen,2016,Texel,,
16061,1.2.2 Diefstal van motorvoertuigen,2017,Texel,1.0,1.0
16062,1.2.2 Diefstal van motorvoertuigen,2018,Texel,1.0,1.0
16063,1.2.2 Diefstal van motorvoertuigen,2019,Texel,1.0,1.0
16064,1.2.2 Diefstal van motorvoertuigen,2020,Texel,,
16065,1.2.2 Diefstal van motorvoertuigen,2021,Texel,1.0,1.0
16066,1.2.2 Diefstal van motorvoertuigen,2022,Texel,,
16067,1.2.2 Diefstal van motorvoertuigen,2023,Texel,,
16068,1.2.2 Diefstal van motorvoertuigen,2012,Teylingen,11.0,8.0
16069,1.2.2 Diefstal van motorvoertuigen,2013,Teylingen,12.0,12.0
16070,1.2.2 Diefstal van motorvoertuigen,2014,Teylingen,7.0,7.0
16071,1.2.2 Diefstal van motorvoertuigen,2015,Teylingen,14.0,14.0
16072,1.2.2 Diefstal van motorvoertuigen,2016,Teylingen,9.0,9.0
16073,1.2.2 Diefstal van motorvoertuigen,2017,Teylingen,20.0,18.0
16074,1.2.2 Diefstal van motorvoertuigen,2018,Teylingen,16.0,16.0
16075,1.2.2 Diefstal van motorvoertuigen,2019,Teylingen,18.0,17.0
16076,1.2.2 Diefstal van motorvoertuigen,2020,Teylingen,13.0,12.0
16077,1.2.2 Diefstal van motorvoertuigen,2021,Teylingen,10.0,10.0
16078,1.2.2 Diefstal van motorvoertuigen,2022,Teylingen,15.0,15.0
16079,1.2.2 Diefstal van motorvoertuigen,2023,Teylingen,10.0,10.0
16080,1.2.2 Diefstal van motorvoertuigen,2012,Tholen,5.0,5.0
16081,1.2.2 Diefstal van motorvoertuigen,2013,Tholen,2.0,2.0
16082,1.2.2 Diefstal van motorvoertuigen,2014,Tholen,8.0,8.0
16083,1.2.2 Diefstal van motorvoertuigen,2015,Tholen,4.0,4.0
16084,1.2.2 Diefstal van motorvoertuigen,2016,Tholen,4.0,4.0
16085,1.2.2 Diefstal van motorvoertuigen,2017,Tholen,7.0,7.0
16086,1.2.2 Diefstal van motorvoertuigen,2018,Tholen,8.0,7.0
16087,1.2.2 Diefstal van motorvoertuigen,2019,Tholen,6.0,6.0
16088,1.2.2 Diefstal van motorvoertuigen,2020,Tholen,7.0,6.0
16089,1.2.2 Diefstal van motorvoertuigen,2021,Tholen,4.0,2.0
16090,1.2.2 Diefstal van motorvoertuigen,2022,Tholen,5.0,5.0
16091,1.2.2 Diefstal van motorvoertuigen,2023,Tholen,3.0,3.0
16092,1.2.2 Diefstal van motorvoertuigen,2012,Tiel,41.0,42.0
16093,1.2.2 Diefstal van motorvoertuigen,2013,Tiel,48.0,46.0
16094,1.2.2 Diefstal van motorvoertuigen,2014,Tiel,28.0,27.0
16095,1.2.2 Diefstal van motorvoertuigen,2015,Tiel,39.0,38.0
16096,1.2.2 Diefstal van motorvoertuigen,2016,Tiel,34.0,31.0
16097,1.2.2 Diefstal van motorvoertuigen,2017,Tiel,38.0,38.0
16098,1.2.2 Diefstal van motorvoertuigen,2018,Tiel,24.0,23.0
16099,1.2.2 Diefstal van motorvoertuigen,2019,Tiel,35.0,31.0
16100,1.2.2 Diefstal van motorvoertuigen,2020,Tiel,27.0,25.0
16101,1.2.2 Diefstal van motorvoertuigen,2021,Tiel,11.0,10.0
16102,1.2.2 Diefstal van motorvoertuigen,2022,Tiel,17.0,15.0
16103,1.2.2 Diefstal van motorvoertuigen,2023,Tiel,34.0,33.0
16104,1.2.2 Diefstal van motorvoertuigen,2012,Tilburg,282.0,271.0
16105,1.2.2 Diefstal van motorvoertuigen,2013,Tilburg,218.0,214.0
16106,1.2.2 Diefstal van motorvoertuigen,2014,Tilburg,318.0,303.0
16107,1.2.2 Diefstal van motorvoertuigen,2015,Tilburg,214.0,211.0
16108,1.2.2 Diefstal van motorvoertuigen,2016,Tilburg,158.0,151.0
16109,1.2.2 Diefstal van motorvoertuigen,2017,Tilburg,171.0,167.0
16110,1.2.2 Diefstal van motorvoertuigen,2018,Tilburg,110.0,111.0
16111,1.2.2 Diefstal van motorvoertuigen,2019,Tilburg,124.0,114.0
16112,1.2.2 Diefstal van motorvoertuigen,2020,Tilburg,114.0,108.0
16113,1.2.2 Diefstal van motorvoertuigen,2021,Tilburg,102.0,90.0
16114,1.2.2 Diefstal van motorvoertuigen,2022,Tilburg,113.0,106.0
16115,1.2.2 Diefstal van motorvoertuigen,2023,Tilburg,126.0,119.0
16116,1.2.2 Diefstal van motorvoertuigen,2012,Tubbergen,1.0,1.0
16117,1.2.2 Diefstal van motorvoertuigen,2013,Tubbergen,4.0,3.0
16118,1.2.2 Diefstal van motorvoertuigen,2014,Tubbergen,1.0,1.0
16119,1.2.2 Diefstal van motorvoertuigen,2015,Tubbergen,1.0,1.0
16120,1.2.2 Diefstal van motorvoertuigen,2016,Tubbergen,1.0,1.0
16121,1.2.2 Diefstal van motorvoertuigen,2017,Tubbergen,1.0,1.0
16122,1.2.2 Diefstal van motorvoertuigen,2018,Tubbergen,,
16123,1.2.2 Diefstal van motorvoertuigen,2019,Tubbergen,,
16124,1.2.2 Diefstal van motorvoertuigen,2020,Tubbergen,2.0,2.0
16125,1.2.2 Diefstal van motorvoertuigen,2021,Tubbergen,,
16126,1.2.2 Diefstal van motorvoertuigen,2022,Tubbergen,,
16127,1.2.2 Diefstal van motorvoertuigen,2023,Tubbergen,,
16128,1.2.2 Diefstal van motorvoertuigen,2012,Twenterand,11.0,8.0
16129,1.2.2 Diefstal van motorvoertuigen,2013,Twenterand,5.0,5.0
16130,1.2.2 Diefstal van motorvoertuigen,2014,Twenterand,4.0,4.0
16131,1.2.2 Diefstal van motorvoertuigen,2015,Twenterand,8.0,6.0
16132,1.2.2 Diefstal van motorvoertuigen,2016,Twenterand,4.0,4.0
16133,1.2.2 Diefstal van motorvoertuigen,2017,Twenterand,1.0,1.0
16134,1.2.2 Diefstal van motorvoertuigen,2018,Twenterand,3.0,3.0
16135,1.2.2 Diefstal van motorvoertuigen,2019,Twenterand,4.0,2.0
16136,1.2.2 Diefstal van motorvoertuigen,2020,Twenterand,4.0,4.0
16137,1.2.2 Diefstal van motorvoertuigen,2021,Twenterand,4.0,4.0
16138,1.2.2 Diefstal van motorvoertuigen,2022,Twenterand,4.0,4.0
16139,1.2.2 Diefstal van motorvoertuigen,2023,Twenterand,1.0,1.0
16140,1.2.2 Diefstal van motorvoertuigen,2012,Tynaarlo,5.0,4.0
16141,1.2.2 Diefstal van motorvoertuigen,2013,Tynaarlo,10.0,9.0
16142,1.2.2 Diefstal van motorvoertuigen,2014,Tynaarlo,4.0,4.0
16143,1.2.2 Diefstal van motorvoertuigen,2015,Tynaarlo,1.0,1.0
16144,1.2.2 Diefstal van motorvoertuigen,2016,Tynaarlo,5.0,4.0
16145,1.2.2 Diefstal van motorvoertuigen,2017,Tynaarlo,5.0,5.0
16146,1.2.2 Diefstal van motorvoertuigen,2018,Tynaarlo,5.0,5.0
16147,1.2.2 Diefstal van motorvoertuigen,2019,Tynaarlo,4.0,4.0
16148,1.2.2 Diefstal van motorvoertuigen,2020,Tynaarlo,2.0,2.0
16149,1.2.2 Diefstal van motorvoertuigen,2021,Tynaarlo,2.0,2.0
16150,1.2.2 Diefstal van motorvoertuigen,2022,Tynaarlo,3.0,3.0
16151,1.2.2 Diefstal van motorvoertuigen,2023,Tynaarlo,4.0,4.0
16152,1.2.2 Diefstal van motorvoertuigen,2012,Tytsjerksteradiel,9.0,9.0
16153,1.2.2 Diefstal van motorvoertuigen,2013,Tytsjerksteradiel,5.0,4.0
16154,1.2.2 Diefstal van motorvoertuigen,2014,Tytsjerksteradiel,3.0,3.0
16155,1.2.2 Diefstal van motorvoertuigen,2015,Tytsjerksteradiel,3.0,3.0
16156,1.2.2 Diefstal van motorvoertuigen,2016,Tytsjerksteradiel,6.0,6.0
16157,1.2.2 Diefstal van motorvoertuigen,2017,Tytsjerksteradiel,4.0,3.0
16158,1.2.2 Diefstal van motorvoertuigen,2018,Tytsjerksteradiel,2.0,2.0
16159,1.2.2 Diefstal van motorvoertuigen,2019,Tytsjerksteradiel,,
16160,1.2.2 Diefstal van motorvoertuigen,2020,Tytsjerksteradiel,,
16161,1.2.2 Diefstal van motorvoertuigen,2021,Tytsjerksteradiel,,
16162,1.2.2 Diefstal van motorvoertuigen,2022,Tytsjerksteradiel,1.0,1.0
16163,1.2.2 Diefstal van motorvoertuigen,2023,Tytsjerksteradiel,,
16164,1.2.2 Diefstal van motorvoertuigen,2012,Uitgeest,3.0,3.0
16165,1.2.2 Diefstal van motorvoertuigen,2013,Uitgeest,1.0,1.0
16166,1.2.2 Diefstal van motorvoertuigen,2014,Uitgeest,7.0,7.0
16167,1.2.2 Diefstal van motorvoertuigen,2015,Uitgeest,6.0,6.0
16168,1.2.2 Diefstal van motorvoertuigen,2016,Uitgeest,2.0,2.0
16169,1.2.2 Diefstal van motorvoertuigen,2017,Uitgeest,4.0,4.0
16170,1.2.2 Diefstal van motorvoertuigen,2018,Uitgeest,6.0,6.0
16171,1.2.2 Diefstal van motorvoertuigen,2019,Uitgeest,3.0,3.0
16172,1.2.2 Diefstal van motorvoertuigen,2020,Uitgeest,8.0,7.0
16173,1.2.2 Diefstal van motorvoertuigen,2021,Uitgeest,7.0,8.0
16174,1.2.2 Diefstal van motorvoertuigen,2022,Uitgeest,3.0,3.0
16175,1.2.2 Diefstal van motorvoertuigen,2023,Uitgeest,4.0,3.0
16176,1.2.2 Diefstal van motorvoertuigen,2012,Uithoorn,12.0,11.0
16177,1.2.2 Diefstal van motorvoertuigen,2013,Uithoorn,17.0,17.0
16178,1.2.2 Diefstal van motorvoertuigen,2014,Uithoorn,11.0,11.0
16179,1.2.2 Diefstal van motorvoertuigen,2015,Uithoorn,24.0,25.0
16180,1.2.2 Diefstal van motorvoertuigen,2016,Uithoorn,14.0,14.0
16181,1.2.2 Diefstal van motorvoertuigen,2017,Uithoorn,14.0,14.0
16182,1.2.2 Diefstal van motorvoertuigen,2018,Uithoorn,19.0,19.0
16183,1.2.2 Diefstal van motorvoertuigen,2019,Uithoorn,9.0,9.0
16184,1.2.2 Diefstal van motorvoertuigen,2020,Uithoorn,12.0,11.0
16185,1.2.2 Diefstal van motorvoertuigen,2021,Uithoorn,15.0,13.0
16186,1.2.2 Diefstal van motorvoertuigen,2022,Uithoorn,6.0,5.0
16187,1.2.2 Diefstal van motorvoertuigen,2023,Uithoorn,11.0,12.0
16188,1.2.2 Diefstal van motorvoertuigen,2012,Urk,5.0,5.0
16189,1.2.2 Diefstal van motorvoertuigen,2013,Urk,3.0,3.0
16190,1.2.2 Diefstal van motorvoertuigen,2014,Urk,2.0,2.0
16191,1.2.2 Diefstal van motorvoertuigen,2015,Urk,2.0,2.0
16192,1.2.2 Diefstal van motorvoertuigen,2016,Urk,,
16193,1.2.2 Diefstal van motorvoertuigen,2017,Urk,4.0,4.0
16194,1.2.2 Diefstal van motorvoertuigen,2018,Urk,3.0,3.0
16195,1.2.2 Diefstal van motorvoertuigen,2019,Urk,4.0,6.0
16196,1.2.2 Diefstal van motorvoertuigen,2020,Urk,3.0,3.0
16197,1.2.2 Diefstal van motorvoertuigen,2021,Urk,2.0,2.0
16198,1.2.2 Diefstal van motorvoertuigen,2022,Urk,5.0,4.0
16199,1.2.2 Diefstal van motorvoertuigen,2023,Urk,3.0,3.0
16200,1.2.2 Diefstal van motorvoertuigen,2012,Utrecht (gemeente),408.0,401.0
16201,1.2.2 Diefstal van motorvoertuigen,2013,Utrecht (gemeente),570.0,558.0
16202,1.2.2 Diefstal van motorvoertuigen,2014,Utrecht (gemeente),565.0,550.0
16203,1.2.2 Diefstal van motorvoertuigen,2015,Utrecht (gemeente),453.0,447.0
16204,1.2.2 Diefstal van motorvoertuigen,2016,Utrecht (gemeente),383.0,376.0
16205,1.2.2 Diefstal van motorvoertuigen,2017,Utrecht (gemeente),298.0,297.0
16206,1.2.2 Diefstal van motorvoertuigen,2018,Utrecht (gemeente),224.0,220.0
16207,1.2.2 Diefstal van motorvoertuigen,2019,Utrecht (gemeente),216.0,206.0
16208,1.2.2 Diefstal van motorvoertuigen,2020,Utrecht (gemeente),177.0,169.0
16209,1.2.2 Diefstal van motorvoertuigen,2021,Utrecht (gemeente),169.0,151.0
16210,1.2.2 Diefstal van motorvoertuigen,2022,Utrecht (gemeente),156.0,149.0
16211,1.2.2 Diefstal van motorvoertuigen,2023,Utrecht (gemeente),211.0,203.0
16212,1.2.2 Diefstal van motorvoertuigen,2012,Utrechtse Heuvelrug,15.0,12.0
16213,1.2.2 Diefstal van motorvoertuigen,2013,Utrechtse Heuvelrug,17.0,16.0
16214,1.2.2 Diefstal van motorvoertuigen,2014,Utrechtse Heuvelrug,20.0,19.0
16215,1.2.2 Diefstal van motorvoertuigen,2015,Utrechtse Heuvelrug,18.0,18.0
16216,1.2.2 Diefstal van motorvoertuigen,2016,Utrechtse Heuvelrug,19.0,18.0
16217,1.2.2 Diefstal van motorvoertuigen,2017,Utrechtse Heuvelrug,13.0,12.0
16218,1.2.2 Diefstal van motorvoertuigen,2018,Utrechtse Heuvelrug,8.0,8.0
16219,1.2.2 Diefstal van motorvoertuigen,2019,Utrechtse Heuvelrug,9.0,8.0
16220,1.2.2 Diefstal van motorvoertuigen,2020,Utrechtse Heuvelrug,8.0,8.0
16221,1.2.2 Diefstal van motorvoertuigen,2021,Utrechtse Heuvelrug,10.0,10.0
16222,1.2.2 Diefstal van motorvoertuigen,2022,Utrechtse Heuvelrug,8.0,9.0
16223,1.2.2 Diefstal van motorvoertuigen,2023,Utrechtse Heuvelrug,4.0,4.0
16224,1.2.2 Diefstal van motorvoertuigen,2012,Vaals,34.0,33.0
16225,1.2.2 Diefstal van motorvoertuigen,2013,Vaals,40.0,40.0
16226,1.2.2 Diefstal van motorvoertuigen,2014,Vaals,20.0,20.0
16227,1.2.2 Diefstal van motorvoertuigen,2015,Vaals,30.0,30.0
16228,1.2.2 Diefstal van motorvoertuigen,2016,Vaals,23.0,22.0
16229,1.2.2 Diefstal van motorvoertuigen,2017,Vaals,28.0,27.0
16230,1.2.2 Diefstal van motorvoertuigen,2018,Vaals,28.0,29.0
16231,1.2.2 Diefstal van motorvoertuigen,2019,Vaals,39.0,39.0
16232,1.2.2 Diefstal van motorvoertuigen,2020,Vaals,16.0,15.0
16233,1.2.2 Diefstal van motorvoertuigen,2021,Vaals,23.0,23.0
16234,1.2.2 Diefstal van motorvoertuigen,2022,Vaals,28.0,28.0
16235,1.2.2 Diefstal van motorvoertuigen,2023,Vaals,12.0,12.0
16236,1.2.2 Diefstal van motorvoertuigen,2012,Valkenburg aan de Geul,70.0,70.0
16237,1.2.2 Diefstal van motorvoertuigen,2013,Valkenburg aan de Geul,87.0,86.0
16238,1.2.2 Diefstal van motorvoertuigen,2014,Valkenburg aan de Geul,55.0,55.0
16239,1.2.2 Diefstal van motorvoertuigen,2015,Valkenburg aan de Geul,85.0,83.0
16240,1.2.2 Diefstal van motorvoertuigen,2016,Valkenburg aan de Geul,82.0,81.0
16241,1.2.2 Diefstal van motorvoertuigen,2017,Valkenburg aan de Geul,53.0,52.0
16242,1.2.2 Diefstal van motorvoertuigen,2018,Valkenburg aan de Geul,53.0,53.0
16243,1.2.2 Diefstal van motorvoertuigen,2019,Valkenburg aan de Geul,65.0,65.0
16244,1.2.2 Diefstal van motorvoertuigen,2020,Valkenburg aan de Geul,16.0,16.0
16245,1.2.2 Diefstal van motorvoertuigen,2021,Valkenburg aan de Geul,42.0,41.0
16246,1.2.2 Diefstal van motorvoertuigen,2022,Valkenburg aan de Geul,65.0,64.0
16247,1.2.2 Diefstal van motorvoertuigen,2023,Valkenburg aan de Geul,24.0,24.0
16248,1.2.2 Diefstal van motorvoertuigen,2012,Valkenswaard,40.0,39.0
16249,1.2.2 Diefstal van motorvoertuigen,2013,Valkenswaard,42.0,42.0
16250,1.2.2 Diefstal van motorvoertuigen,2014,Valkenswaard,31.0,30.0
16251,1.2.2 Diefstal van motorvoertuigen,2015,Valkenswaard,28.0,26.0
16252,1.2.2 Diefstal van motorvoertuigen,2016,Valkenswaard,28.0,26.0
16253,1.2.2 Diefstal van motorvoertuigen,2017,Valkenswaard,22.0,22.0
16254,1.2.2 Diefstal van motorvoertuigen,2018,Valkenswaard,25.0,25.0
16255,1.2.2 Diefstal van motorvoertuigen,2019,Valkenswaard,18.0,16.0
16256,1.2.2 Diefstal van motorvoertuigen,2020,Valkenswaard,28.0,27.0
16257,1.2.2 Diefstal van motorvoertuigen,2021,Valkenswaard,6.0,6.0
16258,1.2.2 Diefstal van motorvoertuigen,2022,Valkenswaard,13.0,13.0
16259,1.2.2 Diefstal van motorvoertuigen,2023,Valkenswaard,15.0,15.0
16260,1.2.2 Diefstal van motorvoertuigen,2012,Veendam,11.0,10.0
16261,1.2.2 Diefstal van motorvoertuigen,2013,Veendam,12.0,13.0
16262,1.2.2 Diefstal van motorvoertuigen,2014,Veendam,6.0,4.0
16263,1.2.2 Diefstal van motorvoertuigen,2015,Veendam,15.0,15.0
16264,1.2.2 Diefstal van motorvoertuigen,2016,Veendam,5.0,5.0
16265,1.2.2 Diefstal van motorvoertuigen,2017,Veendam,5.0,4.0
16266,1.2.2 Diefstal van motorvoertuigen,2018,Veendam,9.0,8.0
16267,1.2.2 Diefstal van motorvoertuigen,2019,Veendam,5.0,3.0
16268,1.2.2 Diefstal van motorvoertuigen,2020,Veendam,4.0,3.0
16269,1.2.2 Diefstal van motorvoertuigen,2021,Veendam,2.0,1.0
16270,1.2.2 Diefstal van motorvoertuigen,2022,Veendam,6.0,4.0
16271,1.2.2 Diefstal van motorvoertuigen,2023,Veendam,9.0,9.0
16272,1.2.2 Diefstal van motorvoertuigen,2012,Veenendaal,35.0,35.0
16273,1.2.2 Diefstal van motorvoertuigen,2013,Veenendaal,44.0,42.0
16274,1.2.2 Diefstal van motorvoertuigen,2014,Veenendaal,42.0,41.0
16275,1.2.2 Diefstal van motorvoertuigen,2015,Veenendaal,13.0,13.0
16276,1.2.2 Diefstal van motorvoertuigen,2016,Veenendaal,37.0,35.0
16277,1.2.2 Diefstal van motorvoertuigen,2017,Veenendaal,35.0,34.0
16278,1.2.2 Diefstal van motorvoertuigen,2018,Veenendaal,15.0,14.0
16279,1.2.2 Diefstal van motorvoertuigen,2019,Veenendaal,20.0,18.0
16280,1.2.2 Diefstal van motorvoertuigen,2020,Veenendaal,14.0,14.0
16281,1.2.2 Diefstal van motorvoertuigen,2021,Veenendaal,17.0,17.0
16282,1.2.2 Diefstal van motorvoertuigen,2022,Veenendaal,21.0,21.0
16283,1.2.2 Diefstal van motorvoertuigen,2023,Veenendaal,19.0,18.0
16284,1.2.2 Diefstal van motorvoertuigen,2012,Veere,3.0,3.0
16285,1.2.2 Diefstal van motorvoertuigen,2013,Veere,9.0,9.0
16286,1.2.2 Diefstal van motorvoertuigen,2014,Veere,5.0,5.0
16287,1.2.2 Diefstal van motorvoertuigen,2015,Veere,6.0,6.0
16288,1.2.2 Diefstal van motorvoertuigen,2016,Veere,4.0,5.0
16289,1.2.2 Diefstal van motorvoertuigen,2017,Veere,7.0,7.0
16290,1.2.2 Diefstal van motorvoertuigen,2018,Veere,7.0,7.0
16291,1.2.2 Diefstal van motorvoertuigen,2019,Veere,2.0,1.0
16292,1.2.2 Diefstal van motorvoertuigen,2020,Veere,5.0,5.0
16293,1.2.2 Diefstal van motorvoertuigen,2021,Veere,2.0,2.0
16294,1.2.2 Diefstal van motorvoertuigen,2022,Veere,4.0,4.0
16295,1.2.2 Diefstal van motorvoertuigen,2023,Veere,5.0,5.0
16296,1.2.2 Diefstal van motorvoertuigen,2012,Veldhoven,28.0,27.0
16297,1.2.2 Diefstal van motorvoertuigen,2013,Veldhoven,34.0,31.0
16298,1.2.2 Diefstal van motorvoertuigen,2014,Veldhoven,40.0,33.0
16299,1.2.2 Diefstal van motorvoertuigen,2015,Veldhoven,31.0,31.0
16300,1.2.2 Diefstal van motorvoertuigen,2016,Veldhoven,23.0,22.0
16301,1.2.2 Diefstal van motorvoertuigen,2017,Veldhoven,12.0,12.0
16302,1.2.2 Diefstal van motorvoertuigen,2018,Veldhoven,7.0,7.0
16303,1.2.2 Diefstal van motorvoertuigen,2019,Veldhoven,17.0,17.0
16304,1.2.2 Diefstal van motorvoertuigen,2020,Veldhoven,27.0,26.0
16305,1.2.2 Diefstal van motorvoertuigen,2021,Veldhoven,24.0,20.0
16306,1.2.2 Diefstal van motorvoertuigen,2022,Veldhoven,34.0,34.0
16307,1.2.2 Diefstal van motorvoertuigen,2023,Veldhoven,23.0,23.0
16308,1.2.2 Diefstal van motorvoertuigen,2012,Velsen,39.0,35.0
16309,1.2.2 Diefstal van motorvoertuigen,2013,Velsen,55.0,54.0
16310,1.2.2 Diefstal van motorvoertuigen,2014,Velsen,41.0,39.0
16311,1.2.2 Diefstal van motorvoertuigen,2015,Velsen,62.0,62.0
16312,1.2.2 Diefstal van motorvoertuigen,2016,Velsen,38.0,38.0
16313,1.2.2 Diefstal van motorvoertuigen,2017,Velsen,22.0,22.0
16314,1.2.2 Diefstal van motorvoertuigen,2018,Velsen,36.0,36.0
16315,1.2.2 Diefstal van motorvoertuigen,2019,Velsen,20.0,20.0
16316,1.2.2 Diefstal van motorvoertuigen,2020,Velsen,36.0,36.0
16317,1.2.2 Diefstal van motorvoertuigen,2021,Velsen,28.0,27.0
16318,1.2.2 Diefstal van motorvoertuigen,2022,Velsen,23.0,23.0
16319,1.2.2 Diefstal van motorvoertuigen,2023,Velsen,28.0,28.0
16320,1.2.2 Diefstal van motorvoertuigen,2012,Venlo,190.0,185.0
16321,1.2.2 Diefstal van motorvoertuigen,2013,Venlo,112.0,109.0
16322,1.2.2 Diefstal van motorvoertuigen,2014,Venlo,99.0,97.0
16323,1.2.2 Diefstal van motorvoertuigen,2015,Venlo,99.0,94.0
16324,1.2.2 Diefstal van motorvoertuigen,2016,Venlo,98.0,90.0
16325,1.2.2 Diefstal van motorvoertuigen,2017,Venlo,73.0,69.0
16326,1.2.2 Diefstal van motorvoertuigen,2018,Venlo,86.0,83.0
16327,1.2.2 Diefstal van motorvoertuigen,2019,Venlo,95.0,87.0
16328,1.2.2 Diefstal van motorvoertuigen,2020,Venlo,83.0,76.0
16329,1.2.2 Diefstal van motorvoertuigen,2021,Venlo,52.0,48.0
16330,1.2.2 Diefstal van motorvoertuigen,2022,Venlo,94.0,92.0
16331,1.2.2 Diefstal van motorvoertuigen,2023,Venlo,143.0,137.0
16332,1.2.2 Diefstal van motorvoertuigen,2012,Venray,31.0,28.0
16333,1.2.2 Diefstal van motorvoertuigen,2013,Venray,32.0,27.0
16334,1.2.2 Diefstal van motorvoertuigen,2014,Venray,34.0,32.0
16335,1.2.2 Diefstal van motorvoertuigen,2015,Venray,39.0,37.0
16336,1.2.2 Diefstal van motorvoertuigen,2016,Venray,31.0,29.0
16337,1.2.2 Diefstal van motorvoertuigen,2017,Venray,16.0,15.0
16338,1.2.2 Diefstal van motorvoertuigen,2018,Venray,22.0,21.0
16339,1.2.2 Diefstal van motorvoertuigen,2019,Venray,25.0,25.0
16340,1.2.2 Diefstal van motorvoertuigen,2020,Venray,15.0,15.0
16341,1.2.2 Diefstal van motorvoertuigen,2021,Venray,11.0,10.0
16342,1.2.2 Diefstal van motorvoertuigen,2022,Venray,24.0,24.0
16343,1.2.2 Diefstal van motorvoertuigen,2023,Venray,19.0,19.0
16344,1.2.2 Diefstal van motorvoertuigen,2012,Vijfheerenlanden,18.0,17.0
16345,1.2.2 Diefstal van motorvoertuigen,2013,Vijfheerenlanden,15.0,15.0
16346,1.2.2 Diefstal van motorvoertuigen,2014,Vijfheerenlanden,11.0,12.0
