,Soort misdrijf,Perioden,Regio's,Geregistreerde misdrijven (aantal),Aangiften (aantal)
26383,3.3.5 Lucht (overig),2019,Delft,,
26384,3.3.5 Lucht (overig),2020,Delft,,
26385,3.3.5 Lucht (overig),2021,Delft,,
26386,3.3.5 Lucht (overig),2022,Delft,,
26387,3.3.5 Lucht (overig),2023,Delft,,
26388,3.3.5 Lucht (overig),2012,Deurne,,
26389,3.3.5 Lucht (overig),2013,Deurne,,
26390,3.3.5 Lucht (overig),2014,Deurne,,
26391,3.3.5 Lucht (overig),2015,Deurne,,
26392,3.3.5 Lucht (overig),2016,Deurne,,
26393,3.3.5 Lucht (overig),2017,Deurne,,
26394,3.3.5 Lucht (overig),2018,Deurne,,
26395,3.3.5 Lucht (overig),2019,Deurne,,
26396,3.3.5 Lucht (overig),2020,Deurne,,
26397,3.3.5 Lucht (overig),2021,Deurne,,
26398,3.3.5 Lucht (overig),2022,Deurne,,
26399,3.3.5 Lucht (overig),2023,Deurne,,
26400,3.3.5 Lucht (overig),2012,Deventer,,
26401,3.3.5 Lucht (overig),2013,Deventer,,
26402,3.3.5 Lucht (overig),2014,Deventer,,
26403,3.3.5 Lucht (overig),2015,Deventer,,
26404,3.3.5 Lucht (overig),2016,Deventer,,
26405,3.3.5 Lucht (overig),2017,Deventer,,
26406,3.3.5 Lucht (overig),2018,Deventer,,
26407,3.3.5 Lucht (overig),2019,Deventer,,
26408,3.3.5 Lucht (overig),2020,Deventer,,
26409,3.3.5 Lucht (overig),2021,Deventer,,
26410,3.3.5 Lucht (overig),2022,Deventer,,
26411,3.3.5 Lucht (overig),2023,Deventer,,
26412,3.3.5 Lucht (overig),2012,Diemen,,
26413,3.3.5 Lucht (overig),2013,Diemen,,
26414,3.3.5 Lucht (overig),2014,Diemen,,
26415,3.3.5 Lucht (overig),2015,Diemen,,
26416,3.3.5 Lucht (overig),2016,Diemen,,
26417,3.3.5 Lucht (overig),2017,Diemen,,
26418,3.3.5 Lucht (overig),2018,Diemen,,
26419,3.3.5 Lucht (overig),2019,Diemen,,
26420,3.3.5 Lucht (overig),2020,Diemen,,
26421,3.3.5 Lucht (overig),2021,Diemen,,
26422,3.3.5 Lucht (overig),2022,Diemen,,
26423,3.3.5 Lucht (overig),2023,Diemen,,
26424,3.3.5 Lucht (overig),2012,Dijk en Waard,,
26425,3.3.5 Lucht (overig),2013,Dijk en Waard,,
26426,3.3.5 Lucht (overig),2014,Dijk en Waard,,
26427,3.3.5 Lucht (overig),2015,Dijk en Waard,,
26428,3.3.5 Lucht (overig),2016,Dijk en Waard,,
26429,3.3.5 Lucht (overig),2017,Dijk en Waard,,
26430,3.3.5 Lucht (overig),2018,Dijk en Waard,,
26431,3.3.5 Lucht (overig),2019,Dijk en Waard,,
26432,3.3.5 Lucht (overig),2020,Dijk en Waard,,
26433,3.3.5 Lucht (overig),2021,Dijk en Waard,,
26434,3.3.5 Lucht (overig),2022,Dijk en Waard,,
26435,3.3.5 Lucht (overig),2023,Dijk en Waard,,
26436,3.3.5 Lucht (overig),2012,Dinkelland,,
26437,3.3.5 Lucht (overig),2013,Dinkelland,,
26438,3.3.5 Lucht (overig),2014,Dinkelland,,
26439,3.3.5 Lucht (overig),2015,Dinkelland,,
26440,3.3.5 Lucht (overig),2016,Dinkelland,,
26441,3.3.5 Lucht (overig),2017,Dinkelland,,
26442,3.3.5 Lucht (overig),2018,Dinkelland,,
26443,3.3.5 Lucht (overig),2019,Dinkelland,,
26444,3.3.5 Lucht (overig),2020,Dinkelland,,
26445,3.3.5 Lucht (overig),2021,Dinkelland,,
26446,3.3.5 Lucht (overig),2022,Dinkelland,,
26447,3.3.5 Lucht (overig),2023,Dinkelland,,
26448,3.3.5 Lucht (overig),2012,Doesburg,,
26449,3.3.5 Lucht (overig),2013,Doesburg,,
26450,3.3.5 Lucht (overig),2014,Doesburg,,
26451,3.3.5 Lucht (overig),2015,Doesburg,,
26452,3.3.5 Lucht (overig),2016,Doesburg,,
26453,3.3.5 Lucht (overig),2017,Doesburg,,
26454,3.3.5 Lucht (overig),2018,Doesburg,,
26455,3.3.5 Lucht (overig),2019,Doesburg,,
26456,3.3.5 Lucht (overig),2020,Doesburg,,
26457,3.3.5 Lucht (overig),2021,Doesburg,,
26458,3.3.5 Lucht (overig),2022,Doesburg,,
26459,3.3.5 Lucht (overig),2023,Doesburg,,
26460,3.3.5 Lucht (overig),2012,Doetinchem,,
26461,3.3.5 Lucht (overig),2013,Doetinchem,,
26462,3.3.5 Lucht (overig),2014,Doetinchem,,
26463,3.3.5 Lucht (overig),2015,Doetinchem,,
26464,3.3.5 Lucht (overig),2016,Doetinchem,,
26465,3.3.5 Lucht (overig),2017,Doetinchem,,
26466,3.3.5 Lucht (overig),2018,Doetinchem,,
26467,3.3.5 Lucht (overig),2019,Doetinchem,,
26468,3.3.5 Lucht (overig),2020,Doetinchem,,
26469,3.3.5 Lucht (overig),2021,Doetinchem,,
26470,3.3.5 Lucht (overig),2022,Doetinchem,,
26471,3.3.5 Lucht (overig),2023,Doetinchem,,
26472,3.3.5 Lucht (overig),2012,Dongen,,
26473,3.3.5 Lucht (overig),2013,Dongen,,
26474,3.3.5 Lucht (overig),2014,Dongen,,
26475,3.3.5 Lucht (overig),2015,Dongen,,
26476,3.3.5 Lucht (overig),2016,Dongen,,
26477,3.3.5 Lucht (overig),2017,Dongen,,
26478,3.3.5 Lucht (overig),2018,Dongen,,
26479,3.3.5 Lucht (overig),2019,Dongen,,
26480,3.3.5 Lucht (overig),2020,Dongen,,
26481,3.3.5 Lucht (overig),2021,Dongen,,
26482,3.3.5 Lucht (overig),2022,Dongen,,
26483,3.3.5 Lucht (overig),2023,Dongen,,
26484,3.3.5 Lucht (overig),2012,Dordrecht,,
26485,3.3.5 Lucht (overig),2013,Dordrecht,,
26486,3.3.5 Lucht (overig),2014,Dordrecht,,
26487,3.3.5 Lucht (overig),2015,Dordrecht,,
26488,3.3.5 Lucht (overig),2016,Dordrecht,,
26489,3.3.5 Lucht (overig),2017,Dordrecht,,
26490,3.3.5 Lucht (overig),2018,Dordrecht,,
26491,3.3.5 Lucht (overig),2019,Dordrecht,,
26492,3.3.5 Lucht (overig),2020,Dordrecht,,
26493,3.3.5 Lucht (overig),2021,Dordrecht,,
26494,3.3.5 Lucht (overig),2022,Dordrecht,,
26495,3.3.5 Lucht (overig),2023,Dordrecht,,
26496,3.3.5 Lucht (overig),2012,Drechterland,,
26497,3.3.5 Lucht (overig),2013,Drechterland,,
26498,3.3.5 Lucht (overig),2014,Drechterland,,
26499,3.3.5 Lucht (overig),2015,Drechterland,,
26500,3.3.5 Lucht (overig),2016,Drechterland,,
26501,3.3.5 Lucht (overig),2017,Drechterland,,
26502,3.3.5 Lucht (overig),2018,Drechterland,,
26503,3.3.5 Lucht (overig),2019,Drechterland,,
26504,3.3.5 Lucht (overig),2020,Drechterland,,
26505,3.3.5 Lucht (overig),2021,Drechterland,,
26506,3.3.5 Lucht (overig),2022,Drechterland,,
26507,3.3.5 Lucht (overig),2023,Drechterland,,
26508,3.3.5 Lucht (overig),2012,Drimmelen,,
26509,3.3.5 Lucht (overig),2013,Drimmelen,,
26510,3.3.5 Lucht (overig),2014,Drimmelen,,
26511,3.3.5 Lucht (overig),2015,Drimmelen,,
26512,3.3.5 Lucht (overig),2016,Drimmelen,,
26513,3.3.5 Lucht (overig),2017,Drimmelen,,
26514,3.3.5 Lucht (overig),2018,Drimmelen,,
26515,3.3.5 Lucht (overig),2019,Drimmelen,,
26516,3.3.5 Lucht (overig),2020,Drimmelen,,
26517,3.3.5 Lucht (overig),2021,Drimmelen,,
26518,3.3.5 Lucht (overig),2022,Drimmelen,,
26519,3.3.5 Lucht (overig),2023,Drimmelen,,
26520,3.3.5 Lucht (overig),2012,Dronten,,
26521,3.3.5 Lucht (overig),2013,Dronten,,
26522,3.3.5 Lucht (overig),2014,Dronten,,
26523,3.3.5 Lucht (overig),2015,Dronten,,
26524,3.3.5 Lucht (overig),2016,Dronten,,
26525,3.3.5 Lucht (overig),2017,Dronten,,
26526,3.3.5 Lucht (overig),2018,Dronten,,
26527,3.3.5 Lucht (overig),2019,Dronten,,
26528,3.3.5 Lucht (overig),2020,Dronten,,
26529,3.3.5 Lucht (overig),2021,Dronten,,
26530,3.3.5 Lucht (overig),2022,Dronten,,
26531,3.3.5 Lucht (overig),2023,Dronten,,
26532,3.3.5 Lucht (overig),2012,Druten,,
26533,3.3.5 Lucht (overig),2013,Druten,,
26534,3.3.5 Lucht (overig),2014,Druten,,
26535,3.3.5 Lucht (overig),2015,Druten,,
26536,3.3.5 Lucht (overig),2016,Druten,,
26537,3.3.5 Lucht (overig),2017,Druten,,
26538,3.3.5 Lucht (overig),2018,Druten,,
26539,3.3.5 Lucht (overig),2019,Druten,,
26540,3.3.5 Lucht (overig),2020,Druten,,
26541,3.3.5 Lucht (overig),2021,Druten,,
26542,3.3.5 Lucht (overig),2022,Druten,,
26543,3.3.5 Lucht (overig),2023,Druten,,
26544,3.3.5 Lucht (overig),2012,Duiven,,
26545,3.3.5 Lucht (overig),2013,Duiven,,
26546,3.3.5 Lucht (overig),2014,Duiven,,
26547,3.3.5 Lucht (overig),2015,Duiven,,
26548,3.3.5 Lucht (overig),2016,Duiven,,
26549,3.3.5 Lucht (overig),2017,Duiven,,
26550,3.3.5 Lucht (overig),2018,Duiven,,
26551,3.3.5 Lucht (overig),2019,Duiven,,
26552,3.3.5 Lucht (overig),2020,Duiven,,
26553,3.3.5 Lucht (overig),2021,Duiven,,
26554,3.3.5 Lucht (overig),2022,Duiven,,
26555,3.3.5 Lucht (overig),2023,Duiven,,
26556,3.3.5 Lucht (overig),2012,Echt-Susteren,,
26557,3.3.5 Lucht (overig),2013,Echt-Susteren,,
26558,3.3.5 Lucht (overig),2014,Echt-Susteren,,
26559,3.3.5 Lucht (overig),2015,Echt-Susteren,,
26560,3.3.5 Lucht (overig),2016,Echt-Susteren,,
26561,3.3.5 Lucht (overig),2017,Echt-Susteren,,
26562,3.3.5 Lucht (overig),2018,Echt-Susteren,,
26563,3.3.5 Lucht (overig),2019,Echt-Susteren,,
26564,3.3.5 Lucht (overig),2020,Echt-Susteren,,
26565,3.3.5 Lucht (overig),2021,Echt-Susteren,,
26566,3.3.5 Lucht (overig),2022,Echt-Susteren,,
26567,3.3.5 Lucht (overig),2023,Echt-Susteren,,
26568,3.3.5 Lucht (overig),2012,Edam-Volendam,,
26569,3.3.5 Lucht (overig),2013,Edam-Volendam,,
26570,3.3.5 Lucht (overig),2014,Edam-Volendam,,
26571,3.3.5 Lucht (overig),2015,Edam-Volendam,,
26572,3.3.5 Lucht (overig),2016,Edam-Volendam,,
26573,3.3.5 Lucht (overig),2017,Edam-Volendam,,
26574,3.3.5 Lucht (overig),2018,Edam-Volendam,,
26575,3.3.5 Lucht (overig),2019,Edam-Volendam,,
26576,3.3.5 Lucht (overig),2020,Edam-Volendam,,
26577,3.3.5 Lucht (overig),2021,Edam-Volendam,,
26578,3.3.5 Lucht (overig),2022,Edam-Volendam,,
26579,3.3.5 Lucht (overig),2023,Edam-Volendam,,
26580,3.3.5 Lucht (overig),2012,Ede,,
26581,3.3.5 Lucht (overig),2013,Ede,,
26582,3.3.5 Lucht (overig),2014,Ede,,
26583,3.3.5 Lucht (overig),2015,Ede,,
26584,3.3.5 Lucht (overig),2016,Ede,,
26585,3.3.5 Lucht (overig),2017,Ede,,
26586,3.3.5 Lucht (overig),2018,Ede,,
26587,3.3.5 Lucht (overig),2019,Ede,,
26588,3.3.5 Lucht (overig),2020,Ede,,
26589,3.3.5 Lucht (overig),2021,Ede,,
26590,3.3.5 Lucht (overig),2022,Ede,,
26591,3.3.5 Lucht (overig),2023,Ede,,
26592,3.3.5 Lucht (overig),2012,Eemnes,,
26593,3.3.5 Lucht (overig),2013,Eemnes,,
26594,3.3.5 Lucht (overig),2014,Eemnes,,
26595,3.3.5 Lucht (overig),2015,Eemnes,,
26596,3.3.5 Lucht (overig),2016,Eemnes,,
26597,3.3.5 Lucht (overig),2017,Eemnes,,
26598,3.3.5 Lucht (overig),2018,Eemnes,,
26599,3.3.5 Lucht (overig),2019,Eemnes,,
26600,3.3.5 Lucht (overig),2020,Eemnes,,
26601,3.3.5 Lucht (overig),2021,Eemnes,,
26602,3.3.5 Lucht (overig),2022,Eemnes,,
26603,3.3.5 Lucht (overig),2023,Eemnes,,
26604,3.3.5 Lucht (overig),2012,Eemsdelta,,
26605,3.3.5 Lucht (overig),2013,Eemsdelta,,
26606,3.3.5 Lucht (overig),2014,Eemsdelta,,
26607,3.3.5 Lucht (overig),2015,Eemsdelta,,
26608,3.3.5 Lucht (overig),2016,Eemsdelta,,
26609,3.3.5 Lucht (overig),2017,Eemsdelta,,
26610,3.3.5 Lucht (overig),2018,Eemsdelta,,
26611,3.3.5 Lucht (overig),2019,Eemsdelta,,
26612,3.3.5 Lucht (overig),2020,Eemsdelta,,
26613,3.3.5 Lucht (overig),2021,Eemsdelta,,
26614,3.3.5 Lucht (overig),2022,Eemsdelta,,
26615,3.3.5 Lucht (overig),2023,Eemsdelta,,
26616,3.3.5 Lucht (overig),2012,Eersel,,
26617,3.3.5 Lucht (overig),2013,Eersel,,
26618,3.3.5 Lucht (overig),2014,Eersel,,
26619,3.3.5 Lucht (overig),2015,Eersel,,
26620,3.3.5 Lucht (overig),2016,Eersel,,
26621,3.3.5 Lucht (overig),2017,Eersel,,
26622,3.3.5 Lucht (overig),2018,Eersel,,
26623,3.3.5 Lucht (overig),2019,Eersel,,
26624,3.3.5 Lucht (overig),2020,Eersel,,
26625,3.3.5 Lucht (overig),2021,Eersel,,
26626,3.3.5 Lucht (overig),2022,Eersel,,
26627,3.3.5 Lucht (overig),2023,Eersel,,
26628,3.3.5 Lucht (overig),2012,Eijsden-Margraten,,
26629,3.3.5 Lucht (overig),2013,Eijsden-Margraten,,
26630,3.3.5 Lucht (overig),2014,Eijsden-Margraten,,
26631,3.3.5 Lucht (overig),2015,Eijsden-Margraten,,
26632,3.3.5 Lucht (overig),2016,Eijsden-Margraten,,
26633,3.3.5 Lucht (overig),2017,Eijsden-Margraten,,
26634,3.3.5 Lucht (overig),2018,Eijsden-Margraten,,
26635,3.3.5 Lucht (overig),2019,Eijsden-Margraten,,
26636,3.3.5 Lucht (overig),2020,Eijsden-Margraten,,
26637,3.3.5 Lucht (overig),2021,Eijsden-Margraten,,
26638,3.3.5 Lucht (overig),2022,Eijsden-Margraten,,
26639,3.3.5 Lucht (overig),2023,Eijsden-Margraten,,
26640,3.3.5 Lucht (overig),2012,Eindhoven,,
26641,3.3.5 Lucht (overig),2013,Eindhoven,,
26642,3.3.5 Lucht (overig),2014,Eindhoven,,
26643,3.3.5 Lucht (overig),2015,Eindhoven,,
26644,3.3.5 Lucht (overig),2016,Eindhoven,,
26645,3.3.5 Lucht (overig),2017,Eindhoven,,
26646,3.3.5 Lucht (overig),2018,Eindhoven,,
26647,3.3.5 Lucht (overig),2019,Eindhoven,,
26648,3.3.5 Lucht (overig),2020,Eindhoven,,
26649,3.3.5 Lucht (overig),2021,Eindhoven,,
26650,3.3.5 Lucht (overig),2022,Eindhoven,,
26651,3.3.5 Lucht (overig),2023,Eindhoven,,
26652,3.3.5 Lucht (overig),2012,Elburg,,
26653,3.3.5 Lucht (overig),2013,Elburg,,
26654,3.3.5 Lucht (overig),2014,Elburg,,
26655,3.3.5 Lucht (overig),2015,Elburg,,
26656,3.3.5 Lucht (overig),2016,Elburg,,
26657,3.3.5 Lucht (overig),2017,Elburg,,
26658,3.3.5 Lucht (overig),2018,Elburg,,
26659,3.3.5 Lucht (overig),2019,Elburg,,
26660,3.3.5 Lucht (overig),2020,Elburg,,
26661,3.3.5 Lucht (overig),2021,Elburg,,
26662,3.3.5 Lucht (overig),2022,Elburg,,
26663,3.3.5 Lucht (overig),2023,Elburg,,
26664,3.3.5 Lucht (overig),2012,Emmen,,
26665,3.3.5 Lucht (overig),2013,Emmen,,
26666,3.3.5 Lucht (overig),2014,Emmen,,
26667,3.3.5 Lucht (overig),2015,Emmen,,
26668,3.3.5 Lucht (overig),2016,Emmen,,
26669,3.3.5 Lucht (overig),2017,Emmen,,
26670,3.3.5 Lucht (overig),2018,Emmen,,
26671,3.3.5 Lucht (overig),2019,Emmen,,
26672,3.3.5 Lucht (overig),2020,Emmen,,
26673,3.3.5 Lucht (overig),2021,Emmen,,
26674,3.3.5 Lucht (overig),2022,Emmen,,
26675,3.3.5 Lucht (overig),2023,Emmen,,
26676,3.3.5 Lucht (overig),2012,Enkhuizen,,
26677,3.3.5 Lucht (overig),2013,Enkhuizen,,
26678,3.3.5 Lucht (overig),2014,Enkhuizen,,
26679,3.3.5 Lucht (overig),2015,Enkhuizen,,
26680,3.3.5 Lucht (overig),2016,Enkhuizen,,
26681,3.3.5 Lucht (overig),2017,Enkhuizen,,
26682,3.3.5 Lucht (overig),2018,Enkhuizen,,
26683,3.3.5 Lucht (overig),2019,Enkhuizen,,
26684,3.3.5 Lucht (overig),2020,Enkhuizen,,
26685,3.3.5 Lucht (overig),2021,Enkhuizen,,
26686,3.3.5 Lucht (overig),2022,Enkhuizen,,
26687,3.3.5 Lucht (overig),2023,Enkhuizen,,
26688,3.3.5 Lucht (overig),2012,Enschede,,
26689,3.3.5 Lucht (overig),2013,Enschede,,
26690,3.3.5 Lucht (overig),2014,Enschede,,
26691,3.3.5 Lucht (overig),2015,Enschede,,
26692,3.3.5 Lucht (overig),2016,Enschede,,
26693,3.3.5 Lucht (overig),2017,Enschede,,
26694,3.3.5 Lucht (overig),2018,Enschede,,
26695,3.3.5 Lucht (overig),2019,Enschede,,
26696,3.3.5 Lucht (overig),2020,Enschede,,
26697,3.3.5 Lucht (overig),2021,Enschede,,
26698,3.3.5 Lucht (overig),2022,Enschede,,
26699,3.3.5 Lucht (overig),2023,Enschede,,
26700,3.3.5 Lucht (overig),2012,Epe,,
26701,3.3.5 Lucht (overig),2013,Epe,,
26702,3.3.5 Lucht (overig),2014,Epe,,
26703,3.3.5 Lucht (overig),2015,Epe,,
26704,3.3.5 Lucht (overig),2016,Epe,,
26705,3.3.5 Lucht (overig),2017,Epe,,
26706,3.3.5 Lucht (overig),2018,Epe,,
26707,3.3.5 Lucht (overig),2019,Epe,,
26708,3.3.5 Lucht (overig),2020,Epe,,
26709,3.3.5 Lucht (overig),2021,Epe,,
26710,3.3.5 Lucht (overig),2022,Epe,,
26711,3.3.5 Lucht (overig),2023,Epe,,
26712,3.3.5 Lucht (overig),2012,Ermelo,,
26713,3.3.5 Lucht (overig),2013,Ermelo,,
26714,3.3.5 Lucht (overig),2014,Ermelo,,
26715,3.3.5 Lucht (overig),2015,Ermelo,,
26716,3.3.5 Lucht (overig),2016,Ermelo,,
26717,3.3.5 Lucht (overig),2017,Ermelo,,
26718,3.3.5 Lucht (overig),2018,Ermelo,,
26719,3.3.5 Lucht (overig),2019,Ermelo,,
26720,3.3.5 Lucht (overig),2020,Ermelo,,
26721,3.3.5 Lucht (overig),2021,Ermelo,,
26722,3.3.5 Lucht (overig),2022,Ermelo,,
26723,3.3.5 Lucht (overig),2023,Ermelo,,
26724,3.3.5 Lucht (overig),2012,Etten-Leur,,
26725,3.3.5 Lucht (overig),2013,Etten-Leur,,
26726,3.3.5 Lucht (overig),2014,Etten-Leur,,
26727,3.3.5 Lucht (overig),2015,Etten-Leur,,
26728,3.3.5 Lucht (overig),2016,Etten-Leur,,
26729,3.3.5 Lucht (overig),2017,Etten-Leur,,
26730,3.3.5 Lucht (overig),2018,Etten-Leur,,
26731,3.3.5 Lucht (overig),2019,Etten-Leur,,
26732,3.3.5 Lucht (overig),2020,Etten-Leur,,
26733,3.3.5 Lucht (overig),2021,Etten-Leur,,
26734,3.3.5 Lucht (overig),2022,Etten-Leur,,
26735,3.3.5 Lucht (overig),2023,Etten-Leur,,
26736,3.3.5 Lucht (overig),2012,De Fryske Marren,,
26737,3.3.5 Lucht (overig),2013,De Fryske Marren,,
26738,3.3.5 Lucht (overig),2014,De Fryske Marren,,
26739,3.3.5 Lucht (overig),2015,De Fryske Marren,,
26740,3.3.5 Lucht (overig),2016,De Fryske Marren,,
26741,3.3.5 Lucht (overig),2017,De Fryske Marren,,
26742,3.3.5 Lucht (overig),2018,De Fryske Marren,,
26743,3.3.5 Lucht (overig),2019,De Fryske Marren,,
26744,3.3.5 Lucht (overig),2020,De Fryske Marren,,
26745,3.3.5 Lucht (overig),2021,De Fryske Marren,,
26746,3.3.5 Lucht (overig),2022,De Fryske Marren,,
26747,3.3.5 Lucht (overig),2023,De Fryske Marren,,
26748,3.3.5 Lucht (overig),2012,Geertruidenberg,,
26749,3.3.5 Lucht (overig),2013,Geertruidenberg,,
26750,3.3.5 Lucht (overig),2014,Geertruidenberg,,
26751,3.3.5 Lucht (overig),2015,Geertruidenberg,,
26752,3.3.5 Lucht (overig),2016,Geertruidenberg,,
26753,3.3.5 Lucht (overig),2017,Geertruidenberg,,
26754,3.3.5 Lucht (overig),2018,Geertruidenberg,,
26755,3.3.5 Lucht (overig),2019,Geertruidenberg,,
26756,3.3.5 Lucht (overig),2020,Geertruidenberg,,
26757,3.3.5 Lucht (overig),2021,Geertruidenberg,,
26758,3.3.5 Lucht (overig),2022,Geertruidenberg,,
26759,3.3.5 Lucht (overig),2023,Geertruidenberg,,
26760,3.3.5 Lucht (overig),2012,Geldrop-Mierlo,,
26761,3.3.5 Lucht (overig),2013,Geldrop-Mierlo,,
26762,3.3.5 Lucht (overig),2014,Geldrop-Mierlo,,
26763,3.3.5 Lucht (overig),2015,Geldrop-Mierlo,,
26764,3.3.5 Lucht (overig),2016,Geldrop-Mierlo,,
26765,3.3.5 Lucht (overig),2017,Geldrop-Mierlo,,
26766,3.3.5 Lucht (overig),2018,Geldrop-Mierlo,,
26767,3.3.5 Lucht (overig),2019,Geldrop-Mierlo,,
26768,3.3.5 Lucht (overig),2020,Geldrop-Mierlo,,
26769,3.3.5 Lucht (overig),2021,Geldrop-Mierlo,,
26770,3.3.5 Lucht (overig),2022,Geldrop-Mierlo,,
26771,3.3.5 Lucht (overig),2023,Geldrop-Mierlo,,
26772,3.3.5 Lucht (overig),2012,Gemert-Bakel,,
26773,3.3.5 Lucht (overig),2013,Gemert-Bakel,,
26774,3.3.5 Lucht (overig),2014,Gemert-Bakel,,
26775,3.3.5 Lucht (overig),2015,Gemert-Bakel,,
26776,3.3.5 Lucht (overig),2016,Gemert-Bakel,,
26777,3.3.5 Lucht (overig),2017,Gemert-Bakel,,
26778,3.3.5 Lucht (overig),2018,Gemert-Bakel,,
26779,3.3.5 Lucht (overig),2019,Gemert-Bakel,,
26780,3.3.5 Lucht (overig),2020,Gemert-Bakel,,
26781,3.3.5 Lucht (overig),2021,Gemert-Bakel,,
26782,3.3.5 Lucht (overig),2022,Gemert-Bakel,,
26783,3.3.5 Lucht (overig),2023,Gemert-Bakel,,
26784,3.3.5 Lucht (overig),2012,Gennep,,
26785,3.3.5 Lucht (overig),2013,Gennep,,
26786,3.3.5 Lucht (overig),2014,Gennep,,
26787,3.3.5 Lucht (overig),2015,Gennep,,
26788,3.3.5 Lucht (overig),2016,Gennep,,
26789,3.3.5 Lucht (overig),2017,Gennep,,
26790,3.3.5 Lucht (overig),2018,Gennep,,
26791,3.3.5 Lucht (overig),2019,Gennep,,
26792,3.3.5 Lucht (overig),2020,Gennep,,
26793,3.3.5 Lucht (overig),2021,Gennep,,
26794,3.3.5 Lucht (overig),2022,Gennep,,
26795,3.3.5 Lucht (overig),2023,Gennep,,
26796,3.3.5 Lucht (overig),2012,Gilze en Rijen,,
26797,3.3.5 Lucht (overig),2013,Gilze en Rijen,,
26798,3.3.5 Lucht (overig),2014,Gilze en Rijen,,
26799,3.3.5 Lucht (overig),2015,Gilze en Rijen,,
26800,3.3.5 Lucht (overig),2016,Gilze en Rijen,,
26801,3.3.5 Lucht (overig),2017,Gilze en Rijen,,
26802,3.3.5 Lucht (overig),2018,Gilze en Rijen,,
26803,3.3.5 Lucht (overig),2019,Gilze en Rijen,,
26804,3.3.5 Lucht (overig),2020,Gilze en Rijen,,
26805,3.3.5 Lucht (overig),2021,Gilze en Rijen,,
26806,3.3.5 Lucht (overig),2022,Gilze en Rijen,,
26807,3.3.5 Lucht (overig),2023,Gilze en Rijen,,
26808,3.3.5 Lucht (overig),2012,Goeree-Overflakkee,,
26809,3.3.5 Lucht (overig),2013,Goeree-Overflakkee,,
26810,3.3.5 Lucht (overig),2014,Goeree-Overflakkee,,
26811,3.3.5 Lucht (overig),2015,Goeree-Overflakkee,,
26812,3.3.5 Lucht (overig),2016,Goeree-Overflakkee,,
26813,3.3.5 Lucht (overig),2017,Goeree-Overflakkee,,
26814,3.3.5 Lucht (overig),2018,Goeree-Overflakkee,,
26815,3.3.5 Lucht (overig),2019,Goeree-Overflakkee,,
26816,3.3.5 Lucht (overig),2020,Goeree-Overflakkee,,
26817,3.3.5 Lucht (overig),2021,Goeree-Overflakkee,,
26818,3.3.5 Lucht (overig),2022,Goeree-Overflakkee,,
26819,3.3.5 Lucht (overig),2023,Goeree-Overflakkee,,
26820,3.3.5 Lucht (overig),2012,Goes,,
26821,3.3.5 Lucht (overig),2013,Goes,,
26822,3.3.5 Lucht (overig),2014,Goes,,
26823,3.3.5 Lucht (overig),2015,Goes,,
26824,3.3.5 Lucht (overig),2016,Goes,,
26825,3.3.5 Lucht (overig),2017,Goes,,
26826,3.3.5 Lucht (overig),2018,Goes,,
26827,3.3.5 Lucht (overig),2019,Goes,,
26828,3.3.5 Lucht (overig),2020,Goes,,
26829,3.3.5 Lucht (overig),2021,Goes,,
26830,3.3.5 Lucht (overig),2022,Goes,,
26831,3.3.5 Lucht (overig),2023,Goes,,
26832,3.3.5 Lucht (overig),2012,Goirle,,
26833,3.3.5 Lucht (overig),2013,Goirle,,
26834,3.3.5 Lucht (overig),2014,Goirle,,
26835,3.3.5 Lucht (overig),2015,Goirle,,
26836,3.3.5 Lucht (overig),2016,Goirle,,
26837,3.3.5 Lucht (overig),2017,Goirle,,
26838,3.3.5 Lucht (overig),2018,Goirle,,
26839,3.3.5 Lucht (overig),2019,Goirle,,
26840,3.3.5 Lucht (overig),2020,Goirle,,
26841,3.3.5 Lucht (overig),2021,Goirle,,
26842,3.3.5 Lucht (overig),2022,Goirle,,
26843,3.3.5 Lucht (overig),2023,Goirle,,
26844,3.3.5 Lucht (overig),2012,Gooise Meren,,
26845,3.3.5 Lucht (overig),2013,Gooise Meren,,
26846,3.3.5 Lucht (overig),2014,Gooise Meren,,
26847,3.3.5 Lucht (overig),2015,Gooise Meren,,
26848,3.3.5 Lucht (overig),2016,Gooise Meren,,
26849,3.3.5 Lucht (overig),2017,Gooise Meren,,
26850,3.3.5 Lucht (overig),2018,Gooise Meren,,
26851,3.3.5 Lucht (overig),2019,Gooise Meren,,
26852,3.3.5 Lucht (overig),2020,Gooise Meren,,
26853,3.3.5 Lucht (overig),2021,Gooise Meren,,
26854,3.3.5 Lucht (overig),2022,Gooise Meren,,
26855,3.3.5 Lucht (overig),2023,Gooise Meren,,
26856,3.3.5 Lucht (overig),2012,Gorinchem,,
26857,3.3.5 Lucht (overig),2013,Gorinchem,,
26858,3.3.5 Lucht (overig),2014,Gorinchem,,
26859,3.3.5 Lucht (overig),2015,Gorinchem,,
26860,3.3.5 Lucht (overig),2016,Gorinchem,,
26861,3.3.5 Lucht (overig),2017,Gorinchem,,
26862,3.3.5 Lucht (overig),2018,Gorinchem,,
26863,3.3.5 Lucht (overig),2019,Gorinchem,,
26864,3.3.5 Lucht (overig),2020,Gorinchem,,
26865,3.3.5 Lucht (overig),2021,Gorinchem,,
26866,3.3.5 Lucht (overig),2022,Gorinchem,,
