"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 1.6.2 Overige vermogensdelicten"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Vondelparkbuurt-Midden";"21";"15";"16";"25";"15";"10";"8";"11";"3";"8";"10";"13"
"Vondelparkbuurt-Oost";"73";"51";"65";"56";"59";"50";"52";"47";"19";"23";"44";"41"
"Sloterdijk Nieuw-West";"188";"212";"128";"163";"247";"251";"237";"248";"131";"122";"190";"235"
"Sloterdijk De Heining";"5";"4";"3";"6";"3";"3";"7";"11";"0";"10";"13";"7"
"Sloterdijk Poort-Noord";"21";"7";"5";"7";"46";"56";"35";"12";"17";"4";"11";"9"
"Sloterdijk Poort-Zuid";"25";"21";"16";"17";"25";"19";"25";"34";"29";"33";"21";"33"
"Sloterdijk Rhônepark";"38";"47";"23";"8";"16";"13";"11";"14";"8";"3";"12";"16"
"Sloterdijk Donauhoek";"8";"9";"4";"8";"3";"8";"1";"0";"2";"1";"9";"8"
"Bretten-West";"1";"8";"2";"5";"0";"2";"2";"2";"0";"1";"0";"0"
"Bretten-Oost";"5";"5";"5";"5";"3";"0";"7";"5";"4";"5";"6";"11"
"Sloterdijk Stationskwartier";"85";"111";"70";"107";"151";"150";"149";"170";"71";"65";"118";"151"
"Geuzenveld";"75";"57";"76";"56";"63";"65";"57";"51";"46";"51";"65";"83"
"Osdorper Binnenpolder";"14";"5";"9";"10";"1";"5";"13";"9";"8";"6";"7";"8"
"De Eendracht";"2";"2";"5";"4";"5";"1";"4";"3";"2";"3";"2";"6"
"Ruys de Beerenbrouckbuurt";"16";"12";"17";"12";"17";"17";"15";"12";"13";"13";"14";"33"
"Eendrachtspark";"3";"0";"2";"0";"1";"0";"2";"0";"1";"0";"0";"2"
"Van Tijenbuurt";"6";"8";"2";"5";"1";"13";"6";"6";"1";"7";"9";"5"
"Dudokbuurt";"18";"15";"24";"14";"15";"13";"10";"13";"16";"14";"18";"16"
"Bakemabuurt";"12";"12";"9";"10";"21";"11";"6";"6";"4";"7";"11";"11"
"Wegener Sleeswijkbuurt";"4";"3";"8";"1";"2";"5";"1";"2";"1";"1";"4";"2"
"Slotermeer-West";"64";"66";"76";"75";"52";"45";"43";"40";"35";"37";"56";"62"
"Jan de Louterbuurt";"31";"32";"31";"31";"24";"29";"22";"14";"16";"13";"22";"28"
"Lodewijk van Deysselbuurt";"19";"23";"31";"29";"16";"13";"10";"16";"8";"15";"18";"21"
"Confuciusbuurt";"14";"11";"14";"15";"12";"3";"11";"10";"11";"9";"16";"13"
"Slotermeer-Noordoost";"91";"92";"69";"82";"93";"83";"70";"65";"58";"60";"70";"70"
"Arondeusbuurt";"19";"23";"12";"15";"16";"13";"17";"11";"15";"15";"15";"18"
"Coronelbuurt";"14";"10";"6";"7";"4";"2";"3";"6";"10";"3";"4";"9"
"Meerwaldtbuurt";"5";"11";"6";"11";"10";"8";"6";"10";"9";"8";"6";"11"
"Dobbebuurt";"53";"48";"45";"49";"63";"60";"44";"38";"24";"34";"45";"32"
"Slotermeer-Zuidoost";"79";"75";"68";"92";"124";"112";"77";"129";"180";"141";"149";"194"
"Dichtersbuurt";"16";"13";"12";"5";"12";"10";"7";"8";"8";"6";"11";"7"
"Louis Couperusbuurt";"10";"15";"14";"16";"9";"9";"11";"14";"14";"18";"9";"12"
"Noordoever Sloterplas";"38";"35";"21";"50";"78";"73";"47";"97";"153";"113";"114";"154"
"Sloterpark";"15";"12";"21";"21";"25";"20";"12";"10";"5";"4";"15";"21"
"Lutkemeer/Ookmeer";"62";"28";"27";"19";"26";"37";"34";"40";"32";"36";"36";"36"
"Osdorper Bovenpolder";"6";"10";"4";"2";"4";"6";"5";"6";"5";"5";"5";"4"
"Ookmeer";"14";"10";"16";"5";"10";"10";"9";"8";"11";"7";"11";"7"
"Bedrijvenpark Lutkemeer";"42";"8";"7";"12";"12";"21";"20";"26";"16";"24";"20";"25"
"De Aker";"28";"19";"29";"27";"23";"26";"22";"21";"27";"36";"19";"19"
"Middelveldsche Akerpolder";"10";"5";"4";"9";"4";"9";"10";"4";"9";"11";"5";"3"
"De Aker-West";"4";"4";"8";"11";"5";"7";"3";"7";"7";"13";"7";"3"
"De Aker-Oost";"14";"10";"17";"7";"14";"10";"9";"10";"11";"12";"7";"13"
"De Punt";"38";"39";"33";"42";"47";"30";"35";"23";"46";"29";"37";"43"
"Bedrijvencentrum Osdorp";"6";"14";"12";"17";"24";"14";"16";"8";"13";"11";"13";"20"
"Dijkgraafpleinbuurt";"32";"25";"21";"25";"23";"16";"19";"15";"33";"18";"24";"23"
"Osdorp-Midden";"91";"77";"76";"62";"79";"57";"39";"48";"43";"45";"43";"76"
"Reimerswaal";"26";"22";"11";"14";"22";"16";"9";"8";"5";"3";"7";"12"
"Botteskerkbuurt";"12";"14";"8";"9";"11";"8";"6";"11";"9";"11";"11";"17"
"Zuidwestkwadrant-Noord";"19";"11";"22";"12";"24";"17";"10";"12";"17";"17";"13";"20"
"Zuidwestkwadrant-Zuid";"34";"30";"35";"27";"22";"16";"14";"17";"12";"14";"12";"27"
"Osdorp-Oost";"187";"151";"146";"136";"118";"112";"111";"113";"89";"70";"102";"115"
"Wildeman";"33";"31";"29";"29";"14";"14";"24";"24";"17";"19";"19";"17"
"Meer en Oever";"11";"8";"8";"6";"14";"12";"9";"8";"11";"11";"6";"9"
"Osdorpplein e.o.";"102";"82";"78";"73";"67";"67";"50";"61";"38";"24";"49";"59"
"Calandlaan/Lelylaan";"17";"11";"10";"11";"7";"1";"8";"7";"3";"3";"9";"11"
"Osdorp-Zuidoost";"24";"19";"21";"17";"16";"18";"20";"13";"20";"13";"19";"19"
"Slotervaart-Noord";"40";"40";"42";"41";"58";"38";"35";"36";"30";"25";"34";"42"
"Oostoever Sloterplas";"7";"4";"3";"6";"1";"5";"4";"4";"5";"2";"5";"3"
"Emanuel van Meterenbuurt";"17";"20";"12";"12";"15";"18";"13";"18";"6";"12";"10";"9"
"Jacob Geelbuurt";"16";"16";"27";"23";"42";"15";"18";"14";"19";"11";"19";"30"
"Overtoomse Veld";"149";"95";"98";"115";"115";"81";"73";"80";"83";"89";"67";"110"
"Lucas/Andreasziekenhuis e.o.";"28";"21";"11";"20";"30";"17";"19";"20";"14";"13";"7";"15"
"Overtoomse Veld-Noord";"47";"20";"28";"23";"32";"25";"18";"18";"27";"15";"14";"31"
"Rembrandtpark-Noord";"23";"23";"12";"23";"22";"9";"11";"7";"5";"15";"17";"20"
"Overtoomse Veld-Zuid";"40";"19";"33";"40";"19";"19";"12";"29";"26";"31";"18";"26"
"Rembrandtpark-Zuid";"6";"6";"9";"5";"11";"9";"9";"2";"4";"8";"8";"14"
"Johan Jongkindbuurt";"5";"6";"5";"4";"1";"2";"4";"4";"7";"7";"3";"4"
"Slotervaart-Zuid";"129";"99";"94";"109";"95";"82";"74";"66";"60";"45";"71";"75"
"Louis Crispijnbuurt";"30";"17";"25";"25";"23";"23";"11";"16";"12";"12";"22";"16"
"Jacques Veldmanbuurt";"31";"42";"42";"37";"33";"25";"31";"19";"24";"20";"22";"25"
"Medisch Centrum Slotervaart";"46";"22";"18";"24";"22";"17";"14";"8";"6";"3";"12";"14"
"Staalmanbuurt";"22";"18";"9";"23";"17";"17";"18";"23";"18";"10";"15";"20"
"Westlandgracht";"107";"70";"80";"89";"84";"79";"61";"78";"75";"83";"98";"108"
"Schipluidenbuurt";"19";"7";"6";"4";"13";"11";"13";"14";"9";"13";"12";"11"
"Koningin Wilhelminaplein";"24";"12";"11";"16";"17";"14";"6";"7";"9";"14";"13";"17"
"Andreasterrein";"12";"11";"9";"12";"8";"7";"6";"8";"7";"15";"7";"7"
"Delflandpleinbuurt-West";"31";"28";"35";"39";"23";"26";"19";"30";"27";"24";"35";"45"
"Delflandpleinbuurt-Oost";"14";"10";"17";"14";"21";"14";"13";"16";"13";"9";"14";"14"
"Riekerhaven";"7";"2";"2";"4";"2";"7";"4";"3";"10";"8";"17";"14"
"Sloten/Nieuw-Sloten";"131";"86";"79";"61";"110";"62";"59";"66";"134";"90";"87";"104"
"Dorp Sloten";"11";"8";"2";"6";"4";"4";"5";"2";"3";"1";"2";"3"
"Nieuw-Sloten-Noordwest";"4";"5";"9";"6";"7";"7";"2";"2";"4";"2";"3";"4"
"Nieuw-Sloten-Noordoost";"13";"11";"10";"10";"11";"2";"4";"2";"6";"5";"5";"8"
