"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 1.3.1 Ongevallen (weg)"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Osdorper Bovenpolder";"4";"5";"4";"7";"13";"7";"5";"2";"7";"7";"9";"4"
"Ookmeer";"3";"5";"3";"6";"4";"10";"7";"11";"7";"4";"4";"6"
"Bedrijvenpark Lutkemeer";"4";"2";"2";"6";"4";"6";"15";"11";"12";"11";"9";"9"
"De Aker";"41";"43";"33";"34";"39";"42";"42";"61";"54";"56";"43";"47"
"Middelveldsche Akerpolder";"6";"11";"7";"4";"9";"15";"6";"15";"13";"16";"10";"16"
"De Aker-West";"9";"10";"8";"10";"12";"11";"11";"14";"14";"14";"19";"10"
"De Aker-Oost";"26";"22";"18";"20";"18";"16";"25";"32";"27";"26";"14";"21"
"De Punt";"18";"29";"31";"36";"27";"54";"43";"56";"45";"42";"35";"53"
"Bedrijvencentrum Osdorp";"8";"9";"13";"17";"14";"32";"14";"13";"13";"12";"10";"22"
"Dijkgraafpleinbuurt";"10";"20";"18";"19";"13";"22";"29";"43";"32";"30";"25";"31"
"Osdorp-Midden";"49";"58";"66";"62";"71";"75";"90";"98";"75";"100";"86";"80"
"Reimerswaal";"10";"7";"10";"12";"21";"13";"14";"16";"14";"14";"10";"11"
"Botteskerkbuurt";"7";"16";"13";"12";"8";"14";"21";"32";"16";"27";"18";"18"
"Zuidwestkwadrant-Noord";"16";"20";"23";"16";"18";"26";"25";"16";"28";"18";"35";"26"
"Zuidwestkwadrant-Zuid";"16";"15";"20";"22";"24";"22";"30";"34";"17";"41";"23";"25"
"Osdorp-Oost";"99";"100";"108";"95";"106";"158";"119";"121";"120";"131";"158";"145"
"Wildeman";"17";"19";"26";"24";"30";"38";"40";"33";"41";"47";"38";"47"
"Meer en Oever";"9";"14";"13";"11";"8";"20";"21";"18";"7";"16";"13";"12"
"Osdorpplein e.o.";"33";"42";"36";"36";"44";"49";"34";"44";"34";"38";"77";"59"
"Calandlaan/Lelylaan";"9";"5";"9";"7";"5";"21";"9";"6";"9";"5";"11";"5"
"Osdorp-Zuidoost";"31";"20";"24";"17";"19";"30";"15";"20";"29";"25";"19";"22"
"Slotervaart-Noord";"23";"31";"28";"32";"43";"35";"38";"31";"33";"26";"32";"33"
"Oostoever Sloterplas";"3";"7";"9";"11";"7";"9";"5";"9";"6";"4";"5";"4"
"Emanuel van Meterenbuurt";"11";"12";"7";"10";"17";"10";"18";"9";"9";"12";"16";"13"
"Jacob Geelbuurt";"9";"12";"12";"11";"19";"16";"15";"13";"18";"10";"11";"16"
"Overtoomse Veld";"63";"65";"54";"76";"79";"70";"78";"85";"87";"90";"84";"75"
"Lucas/Andreasziekenhuis e.o.";"5";"3";"8";"15";"11";"7";"11";"13";"11";"4";"6";"11"
"Overtoomse Veld-Noord";"26";"24";"19";"28";"25";"19";"27";"28";"36";"37";"30";"24"
"Rembrandtpark-Noord";"8";"9";"8";"12";"8";"12";"7";"9";"7";"10";"12";"15"
"Overtoomse Veld-Zuid";"18";"25";"13";"17";"22";"21";"24";"30";"20";"32";"24";"20"
"Rembrandtpark-Zuid";"2";"2";"4";"3";"8";"4";"2";"0";"2";"1";"5";"3"
"Johan Jongkindbuurt";"4";"2";"2";"1";"5";"7";"7";"5";"11";"6";"7";"2"
"Slotervaart-Zuid";"61";"60";"51";"54";"59";"71";"80";"51";"62";"63";"77";"81"
"Louis Crispijnbuurt";"13";"18";"10";"17";"14";"18";"17";"12";"19";"18";"13";"18"
"Jacques Veldmanbuurt";"17";"9";"7";"8";"18";"21";"24";"19";"28";"13";"33";"26"
"Medisch Centrum Slotervaart";"9";"20";"13";"12";"10";"16";"13";"8";"3";"5";"4";"8"
"Staalmanbuurt";"22";"13";"21";"17";"17";"16";"26";"12";"12";"27";"27";"29"
"Westlandgracht";"48";"48";"34";"36";"44";"75";"69";"57";"51";"64";"64";"91"
"Schipluidenbuurt";"7";"4";"4";"5";"3";"9";"9";"7";"5";"7";"4";"8"
"Koningin Wilhelminaplein";"19";"11";"6";"10";"10";"19";"11";"5";"5";"6";"9";"16"
"Andreasterrein";"5";"3";"2";"0";"5";"3";"2";"2";"2";"6";"5";"6"
"Delflandpleinbuurt-West";"10";"19";"19";"17";"15";"32";"32";"23";"19";"28";"28";"34"
"Delflandpleinbuurt-Oost";"4";"5";"1";"0";"8";"8";"10";"11";"12";"8";"8";"7"
"Riekerhaven";"3";"6";"2";"4";"3";"4";"5";"9";"8";"9";"10";"20"
"Sloten/Nieuw-Sloten";"77";"68";"86";"66";"85";"99";"82";"101";"77";"82";"109";"86"
"Dorp Sloten";"6";"6";"13";"4";"9";"18";"11";"8";"13";"11";"12";"4"
"Nieuw-Sloten-Noordwest";"8";"5";"6";"9";"8";"10";"7";"7";"10";"7";"10";"11"
"Nieuw-Sloten-Noordoost";"11";"11";"14";"13";"19";"19";"14";"23";"9";"20";"22";"16"
