"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 1.4.1 Zedenmisdrijf"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Koningin Wilhelminaplein";".";".";".";".";".";".";".";".";".";".";".";"."
"Andreasterrein";".";".";".";".";".";".";".";".";".";".";".";"."
"Delflandpleinbuurt-West";".";".";".";".";".";".";".";".";".";".";".";"."
"Delflandpleinbuurt-Oost";".";".";".";".";".";".";".";".";".";".";".";"."
"Riekerhaven";".";".";".";".";".";".";".";".";".";".";".";"."
"Sloten/Nieuw-Sloten";".";".";".";".";".";".";".";".";".";".";".";"."
"Dorp Sloten";".";".";".";".";".";".";".";".";".";".";".";"."
"Nieuw-Sloten-Noordwest";".";".";".";".";".";".";".";".";".";".";".";"."
"Nieuw-Sloten-Noordoost";".";".";".";".";".";".";".";".";".";".";".";"."
"Nieuw-Sloten-Zuidwest";".";".";".";".";".";".";".";".";".";".";".";"."
"Belgiëplein e.o.";".";".";".";".";".";".";".";".";".";".";".";"."
"Nieuw-Sloten-Zuidoost";".";".";".";".";".";".";".";".";".";".";".";"."
"Sloterweg e.o.";".";".";".";".";".";".";".";".";".";".";".";"."
"Park Haagseweg";".";".";".";".";".";".";".";".";".";".";".";"."
"Riekerpolder";".";".";".";".";".";".";".";".";".";".";".";"."
"Nieuwe Meer";".";".";".";".";".";".";".";".";".";".";".";"."
"Hoofddorppleinbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Westlandgrachtbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Surinamepleinbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Legmeerpleinbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Aalsmeerwegbuurt-West";".";".";".";".";".";".";".";".";".";".";".";"."
"Aalsmeerwegbuurt-Oost";".";".";".";".";".";".";".";".";".";".";".";"."
"Bedrijventerrein Schinkel";".";".";".";".";".";".";".";".";".";".";".";"."
"Schinkelbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Schinkelbuurt-Noord";".";".";".";".";".";".";".";".";".";".";".";"."
"Schinkelbuurt-Zuid";".";".";".";".";".";".";".";".";".";".";".";"."
"Willemspark";".";".";".";".";".";".";".";".";".";".";".";"."
"Vondelpark-West";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Willemsparkbuurt-Noord";".";".";".";".";".";".";".";".";".";".";".";"."
"Valeriusbuurt-West";".";".";".";".";".";".";".";".";".";".";".";"."
"Valeriusbuurt-Oost";".";".";".";".";".";".";".";".";".";".";".";"."
"Museumkwartier";".";".";".";".";".";".";".";".";".";".";".";"."
"Vondelpark-Oost";".";".";".";".";".";".";".";".";".";".";".";"."
"Cornelis Schuytbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Concertgebouwbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"P.C. Hooftbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Museumplein";".";".";".";".";".";".";".";".";".";".";".";"."
"Banpleinbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Hondecoeterbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Johannes Vermeerbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Duivelseiland";".";".";".";".";".";".";".";".";".";".";".";"."
"Harmoniehofbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Oude Pijp";".";".";".";".";".";".";".";".";".";".";".";"."
"Frans Halsbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Gerard Doubuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Hercules Seghersbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Sarphatiparkbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Hemonybuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Nieuwe Pijp";".";".";".";".";".";".";".";".";".";".";".";"."
"Cornelis Troostbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Lizzy Ansinghbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Van der Helstpleinbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Willibrordusbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Zuid Pijp";".";".";".";".";".";".";".";".";".";".";".";"."
"BurgemeesterTellegenbuurt-West";".";".";".";".";".";".";".";".";".";".";".";"."
"Burgemeester Tellegenbuurt-Oost";".";".";".";".";".";".";".";".";".";".";".";"."
"Diamantbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Stadionbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Bertelmanpleinbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Olympisch Stadion e.o.";".";".";".";".";".";".";".";".";".";".";".";"."
"Marathonbuurt-West";".";".";".";".";".";".";".";".";".";".";".";"."
"Marathonbuurt-Oost";".";".";".";".";".";".";".";".";".";".";".";"."
"Van Tuyllbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"IJsbaanpad e.o.";".";".";".";".";".";".";".";".";".";".";".";"."
"Apollobuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Hiltonbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Minervabuurt-Noord";".";".";".";".";".";".";".";".";".";".";".";"."
"Minervabuurt-Midden";".";".";".";".";".";".";".";".";".";".";".";"."
"Minervabuurt-Zuid";".";".";".";".";".";".";".";".";".";".";".";"."
"Beethovenbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Diepenbrockbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Scheldebuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Wielingenbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Scheldebuurt-West";".";".";".";".";".";".";".";".";".";".";".";"."
"Scheldebuurt-Midden";".";".";".";".";".";".";".";".";".";".";".";"."
"Scheldebuurt-Oost";".";".";".";".";".";".";".";".";".";".";".";"."
"Veluwebuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Kop Zuidas";".";".";".";".";".";".";".";".";".";".";".";"."
"IJselbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"IJselbuurt-West";".";".";".";".";".";".";".";".";".";".";".";"."
"IJselbuurt-Oost";".";".";".";".";".";".";".";".";".";".";".";"."
"Rijnbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Kromme Mijdrechtbuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Rijnbuurt-West";".";".";".";".";".";".";".";".";".";".";".";"."
"Rijnbuurt-Midden";".";".";".";".";".";".";".";".";".";".";".";"."
"Rijnbuurt-Oost";".";".";".";".";".";".";".";".";".";".";".";"."
"Zorgvlied";".";".";".";".";".";".";".";".";".";".";".";"."
"Prinses Irenebuurt e.o.";".";".";".";".";".";".";".";".";".";".";".";"."
"Prinses Irenebuurt";".";".";".";".";".";".";".";".";".";".";".";"."
"Beatrixpark";".";".";".";".";".";".";".";".";".";".";".";"."
"Zuidas";".";".";".";".";".";".";".";".";".";".";".";"."
"Zuidas-Noord";".";".";".";".";".";".";".";".";".";".";".";"."
"RAI";".";".";".";".";".";".";".";".";".";".";".";"."
