"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 1.2.4 Zakkenrollerij"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Orteliusbuurt-Noord";"1";"1";"2";"0";"2";"0";"0";"0";"1";"0";"0";"0"
"Jan Maijenbuurt";"4";"2";"5";"4";"5";"1";"0";"2";"0";"0";"0";"0"
"John Franklinbuurt";"0";"1";"3";"0";"3";"1";"1";"1";"2";"0";"0";"0"
"Geuzenbuurt";"5";"7";"10";"7";"12";"13";"6";"5";"6";"5";"1";"5"
"Pieter van der Doesbuurt";"0";"1";"3";"1";"3";"3";"2";"2";"2";"0";"0";"1"
"Trompbuurt";"4";"5";"7";"6";"6";"8";"4";"3";"4";"4";"0";"3"
"Geuzenhofbuurt";"1";"1";"0";"0";"3";"2";"0";"0";"0";"1";"1";"1"
"Hoofdweg e.o.";"32";"21";"23";"20";"17";"11";"5";"10";"7";"7";"9";"12"
"Orteliusbuurt-Midden";"6";"3";"5";"5";"3";"2";"0";"1";"1";"0";"2";"5"
"Balboaplein e.o.";"21";"13";"14";"11";"12";"6";"1";"7";"4";"4";"2";"5"
"Orteliusbuurt-Zuid";"0";"0";"0";"1";"0";"1";"1";"0";"1";"1";"2";"1"
"Columbusplein e.o.";"5";"5";"4";"3";"2";"2";"3";"2";"1";"2";"3";"1"
"Chassébuurt";"13";"14";"10";"8";"15";"8";"6";"9";"3";"6";"4";"4"
"Filips van Almondekwartier";"1";"2";"0";"0";"2";"1";"0";"1";"1";"1";"1";"1"
"Kortenaerkwartier";"6";"3";"3";"6";"7";"1";"3";"5";"2";"4";"2";"0"
"Van Brakelkwartier";"5";"8";"5";"1";"5";"3";"1";"2";"0";"1";"1";"3"
"De Wester Quartier";"1";"1";"2";"1";"1";"3";"2";"1";"0";"0";"0";"0"
"Bellamybuurt";"32";"37";"45";"34";"20";"30";"29";"19";"17";"9";"12";"11"
"Bellamybuurt-Noord";"6";"7";"2";"1";"4";"4";"2";"1";"2";"0";"2";"3"
"Bellamybuurt-Zuid";"26";"30";"43";"33";"16";"26";"27";"18";"15";"9";"10";"8"
"Da Costabuurt";"26";"20";"20";"31";"20";"17";"10";"21";"10";"5";"5";"17"
"Da Costabuurt-Noord";"26";"20";"20";"31";"20";"17";"10";"21";"10";"5";"5";"17"
"Westindische Buurt";"7";"7";"15";"5";"7";"10";"8";"4";"2";"0";"4";"2"
"Postjeskade e.o.";"7";"4";"10";"3";"2";"7";"6";"2";"1";"0";"2";"2"
"Paramariboplein e.o.";"0";"3";"5";"2";"5";"3";"2";"2";"1";"0";"2";"0"
"Van Lennepbuurt";"41";"31";"43";"31";"33";"17";"22";"15";"10";"16";"11";"10"
"Lootsbuurt";"3";"4";"4";"2";"0";"2";"0";"2";"1";"2";"1";"0"
"Borgerbuurt";"33";"25";"32";"26";"27";"14";"18";"9";"7";"11";"9";"6"
"Da Costabuurt-Zuid";"5";"2";"7";"3";"6";"1";"4";"4";"2";"3";"1";"4"
"Overtoomse Sluis";"11";"7";"6";"11";"11";"8";"6";"11";"2";"8";"2";"3"
"Cremerbuurt-West";"8";"5";"5";"6";"10";"2";"3";"10";"2";"6";"2";"2"
"Vondelparkbuurt-West";"3";"2";"1";"5";"1";"6";"3";"1";"0";"2";"0";"1"
"Helmersbuurt";"36";"32";"29";"25";"26";"21";"16";"31";"15";"9";"14";"11"
"Cremerbuurt-Oost";"14";"13";"13";"11";"11";"7";"5";"6";"6";"2";"3";"5"
"WG-terrein";"13";"12";"8";"7";"6";"4";"3";"4";"2";"3";"3";"2"
"Helmersbuurt-Oost";"9";"7";"8";"7";"9";"10";"8";"21";"7";"4";"8";"4"
"Vondelparkbuurt";"13";"18";"11";"12";"17";"19";"18";"11";"4";"8";"9";"11"
"Vondelparkbuurt-Midden";"2";"2";"2";"4";"1";"2";"1";"0";"1";"2";"0";"0"
"Vondelparkbuurt-Oost";"11";"16";"9";"8";"16";"17";"17";"11";"3";"6";"9";"11"
"Sloterdijk Nieuw-West";"95";"123";"131";"83";"74";"68";"87";"67";"27";"24";"57";"73"
"Sloterdijk De Heining";"4";"5";"0";"1";"1";"1";"21";"15";"0";"3";"9";"0"
"Sloterdijk Poort-Noord";"2";"1";"0";"2";"1";"1";"1";"0";"0";"1";"4";"2"
"Sloterdijk Poort-Zuid";"1";"1";"0";"0";"0";"0";"2";"2";"2";"1";"1";"0"
"Sloterdijk Rhônepark";"34";"44";"33";"5";"8";"5";"9";"5";"1";"1";"2";"3"
"Sloterdijk Donauhoek";"2";"1";"2";"0";"2";"1";"1";"0";"0";"0";"3";"1"
"Bretten-West";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bretten-Oost";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2"
"Sloterdijk Stationskwartier";"50";"70";"96";"75";"62";"60";"53";"45";"23";"18";"38";"65"
"Geuzenveld";"13";"17";"30";"10";"17";"8";"6";"11";"3";"3";"5";"9"
"Osdorper Binnenpolder";"0";"5";"1";"1";"3";"1";"3";"3";"0";"0";"0";"2"
"De Eendracht";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ruys de Beerenbrouckbuurt";"3";"4";"3";"1";"3";"1";"0";"2";"2";"0";"0";"2"
"Eendrachtspark";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Van Tijenbuurt";"0";"1";"1";"0";"2";"1";"0";"1";"0";"1";"1";"0"
"Dudokbuurt";"4";"7";"20";"6";"5";"3";"2";"3";"1";"1";"2";"4"
"Bakemabuurt";"1";"0";"4";"1";"3";"2";"1";"1";"0";"1";"2";"0"
"Wegener Sleeswijkbuurt";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"1"
"Slotermeer-West";"29";"20";"18";"12";"19";"6";"7";"4";"7";"6";"3";"3"
"Jan de Louterbuurt";"12";"8";"6";"2";"7";"5";"3";"2";"1";"0";"2";"1"
"Lodewijk van Deysselbuurt";"13";"9";"12";"9";"9";"1";"3";"2";"4";"4";"1";"2"
"Confuciusbuurt";"4";"3";"0";"1";"3";"0";"1";"0";"2";"2";"0";"0"
"Slotermeer-Noordoost";"49";"49";"49";"46";"46";"48";"22";"16";"17";"9";"15";"14"
"Arondeusbuurt";"10";"6";"7";"10";"10";"7";"9";"2";"2";"1";"2";"2"
"Coronelbuurt";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"Meerwaldtbuurt";"3";"2";"1";"1";"4";"1";"1";"1";"2";"0";"0";"2"
"Dobbebuurt";"35";"40";"41";"34";"32";"40";"12";"13";"13";"8";"13";"10"
"Slotermeer-Zuidoost";"18";"29";"17";"21";"31";"11";"13";"7";"3";"5";"27";"31"
"Dichtersbuurt";"1";"7";"2";"9";"8";"7";"6";"3";"1";"2";"4";"1"
"Louis Couperusbuurt";"3";"2";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1"
"Noordoever Sloterplas";"6";"4";"0";"4";"2";"0";"2";"2";"0";"0";"1";"2"
"Sloterpark";"8";"16";"14";"7";"20";"4";"5";"2";"1";"3";"22";"27"
"Lutkemeer/Ookmeer";"5";"2";"2";"3";"2";"3";"1";"0";"1";"0";"1";"1"
"Osdorper Bovenpolder";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0"
"Ookmeer";"4";"2";"2";"1";"2";"2";"0";"0";"1";"0";"1";"1"
"Bedrijvenpark Lutkemeer";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0"
"De Aker";"10";"8";"10";"10";"7";"1";"6";"1";"4";"2";"5";"3"
"Middelveldsche Akerpolder";"0";"1";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"De Aker-West";"2";"2";"2";"2";"0";"1";"1";"0";"0";"0";"0";"0"
"De Aker-Oost";"8";"5";"5";"8";"6";"0";"5";"1";"4";"2";"5";"3"
"De Punt";"8";"6";"8";"10";"6";"9";"5";"5";"4";"1";"1";"7"
"Bedrijvencentrum Osdorp";"5";"3";"4";"6";"6";"6";"1";"4";"2";"0";"0";"5"
"Dijkgraafpleinbuurt";"3";"3";"4";"4";"0";"3";"4";"1";"2";"1";"1";"2"
"Osdorp-Midden";"20";"17";"26";"13";"6";"10";"4";"2";"4";"7";"2";"2"
"Reimerswaal";"1";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Botteskerkbuurt";"5";"1";"6";"3";"2";"0";"0";"0";"1";"0";"2";"1"
"Zuidwestkwadrant-Noord";"10";"10";"11";"7";"4";"6";"3";"1";"1";"5";"0";"1"
"Zuidwestkwadrant-Zuid";"4";"4";"8";"3";"0";"3";"1";"1";"2";"2";"0";"0"
"Osdorp-Oost";"103";"85";"76";"71";"48";"50";"28";"24";"35";"24";"15";"18"
"Wildeman";"9";"2";"2";"2";"4";"2";"1";"0";"3";"2";"2";"1"
"Meer en Oever";"4";"0";"2";"0";"3";"0";"0";"1";"1";"3";"0";"0"
"Osdorpplein e.o.";"82";"76";"64";"66";"38";"47";"25";"20";"29";"16";"13";"16"
"Calandlaan/Lelylaan";"2";"3";"4";"2";"1";"1";"2";"0";"0";"1";"0";"0"
"Osdorp-Zuidoost";"6";"4";"4";"1";"2";"0";"0";"3";"2";"2";"0";"1"
"Slotervaart-Noord";"13";"18";"11";"20";"16";"3";"17";"8";"7";"7";"4";"2"
"Oostoever Sloterplas";"1";"1";"2";"0";"0";"0";"1";"0";"0";"1";"1";"1"
"Emanuel van Meterenbuurt";"3";"1";"0";"0";"1";"0";"1";"0";"1";"2";"0";"0"
"Jacob Geelbuurt";"9";"16";"9";"20";"15";"3";"15";"8";"6";"4";"3";"1"
"Overtoomse Veld";"34";"33";"29";"23";"19";"18";"15";"11";"10";"6";"9";"8"
"Lucas/Andreasziekenhuis e.o.";"1";"3";"6";"2";"3";"1";"3";"5";"1";"2";"3";"0"
"Overtoomse Veld-Noord";"7";"6";"3";"1";"0";"2";"1";"0";"3";"0";"1";"4"
"Rembrandtpark-Noord";"15";"9";"12";"12";"6";"5";"8";"2";"1";"2";"1";"3"
"Overtoomse Veld-Zuid";"7";"13";"5";"7";"8";"7";"2";"4";"5";"2";"2";"1"
"Rembrandtpark-Zuid";"4";"2";"3";"1";"2";"2";"0";"0";"0";"0";"2";"0"
"Johan Jongkindbuurt";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0"
"Slotervaart-Zuid";"46";"53";"37";"28";"42";"38";"21";"12";"9";"8";"10";"10"
"Louis Crispijnbuurt";"12";"9";"2";"6";"7";"13";"7";"2";"2";"3";"4";"2"
"Jacques Veldmanbuurt";"26";"38";"29";"9";"20";"17";"10";"7";"4";"3";"5";"5"
"Medisch Centrum Slotervaart";"4";"2";"0";"5";"9";"5";"2";"1";"2";"0";"1";"3"
"Staalmanbuurt";"4";"4";"6";"8";"6";"3";"2";"2";"1";"2";"0";"0"
"Westlandgracht";"21";"21";"20";"12";"14";"11";"15";"13";"12";"23";"10";"10"
"Schipluidenbuurt";"4";"2";"2";"2";"1";"3";"5";"3";"2";"2";"2";"0"
"Koningin Wilhelminaplein";"5";"5";"1";"1";"2";"0";"0";"3";"3";"18";"2";"2"
"Andreasterrein";"1";"2";"0";"1";"1";"2";"1";"0";"0";"0";"0";"0"
"Delflandpleinbuurt-West";"9";"9";"10";"4";"8";"6";"4";"6";"3";"2";"4";"5"
"Delflandpleinbuurt-Oost";"2";"2";"4";"3";"1";"0";"1";"0";"1";"1";"0";"2"
"Riekerhaven";"0";"1";"3";"1";"1";"0";"4";"1";"3";"0";"2";"1"
"Sloten/Nieuw-Sloten";"9";"25";"12";"21";"10";"11";"11";"14";"8";"9";"10";"7"
"Dorp Sloten";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"Nieuw-Sloten-Noordwest";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"Nieuw-Sloten-Noordoost";"2";"6";"1";"3";"2";"1";"1";"0";"0";"1";"0";"2"
