"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 2.2.1 Vernieling cq. zaakbeschadiging"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Westindische Buurt";"25";"22";"26";"28";"25";"53";"86";"30";"18";"23";"12";"13"
"Postjeskade e.o.";"15";"9";"7";"14";"11";"11";"26";"14";"7";"12";"4";"7"
"Paramariboplein e.o.";"10";"13";"19";"14";"14";"42";"60";"16";"11";"11";"8";"6"
"Van Lennepbuurt";"47";"43";"36";"19";"28";"46";"36";"28";"36";"37";"55";"29"
"Lootsbuurt";"7";"9";"10";"7";"5";"9";"8";"4";"4";"9";"18";"7"
"Borgerbuurt";"26";"20";"14";"9";"20";"25";"17";"13";"14";"12";"23";"15"
"Da Costabuurt-Zuid";"14";"14";"12";"3";"3";"12";"11";"11";"18";"16";"14";"7"
"Overtoomse Sluis";"36";"43";"19";"28";"31";"29";"16";"22";"17";"29";"22";"15"
"Cremerbuurt-West";"21";"29";"18";"20";"25";"19";"13";"17";"13";"17";"16";"12"
"Vondelparkbuurt-West";"15";"14";"1";"8";"6";"10";"3";"5";"4";"12";"6";"3"
"Helmersbuurt";"35";"31";"34";"37";"41";"24";"21";"31";"41";"20";"33";"37"
"Cremerbuurt-Oost";"11";"12";"16";"14";"2";"5";"3";"7";"13";"5";"8";"11"
"WG-terrein";"12";"13";"8";"13";"27";"10";"12";"15";"16";"12";"15";"14"
"Helmersbuurt-Oost";"12";"6";"10";"10";"12";"9";"6";"9";"12";"3";"10";"12"
"Vondelparkbuurt";"19";"16";"25";"30";"16";"16";"32";"29";"15";"14";"28";"22"
"Vondelparkbuurt-Midden";"7";"1";"4";"6";"4";"6";"10";"8";"2";"2";"6";"3"
"Vondelparkbuurt-Oost";"12";"15";"21";"24";"12";"10";"22";"21";"13";"12";"22";"19"
"Sloterdijk Nieuw-West";"77";"52";"40";"34";"54";"34";"41";"44";"56";"48";"56";"69"
"Sloterdijk De Heining";"1";"0";"2";"1";"1";"0";"0";"0";"2";"0";"0";"2"
"Sloterdijk Poort-Noord";"7";"0";"3";"2";"0";"0";"14";"1";"5";"1";"7";"0"
"Sloterdijk Poort-Zuid";"3";"4";"3";"6";"8";"10";"9";"15";"14";"16";"13";"14"
"Sloterdijk Rhônepark";"12";"12";"6";"2";"5";"3";"4";"5";"4";"4";"8";"7"
"Sloterdijk Donauhoek";"2";"6";"4";"2";"1";"0";"2";"3";"0";"0";"1";"4"
"Bretten-West";"3";"1";"0";"2";"0";"0";"0";"3";"0";"0";"1";"0"
"Bretten-Oost";"3";"2";"4";"1";"11";"0";"1";"2";"4";"7";"1";"5"
"Sloterdijk Stationskwartier";"46";"27";"18";"18";"28";"21";"11";"15";"27";"20";"25";"37"
"Geuzenveld";"89";"69";"75";"95";"106";"78";"79";"67";"70";"70";"75";"51"
"Osdorper Binnenpolder";"7";"2";"0";"4";"7";"2";"4";"5";"5";"1";"9";"3"
"De Eendracht";"12";"9";"14";"7";"14";"11";"4";"7";"3";"7";"5";"3"
"Ruys de Beerenbrouckbuurt";"18";"17";"18";"39";"24";"16";"29";"23";"13";"19";"24";"20"
"Eendrachtspark";"1";"0";"3";"2";"3";"1";"1";"2";"2";"4";"6";"1"
"Van Tijenbuurt";"7";"8";"6";"10";"7";"9";"9";"5";"17";"13";"6";"2"
"Dudokbuurt";"14";"16";"16";"14";"25";"16";"14";"10";"16";"12";"12";"10"
"Bakemabuurt";"18";"13";"9";"15";"13";"15";"10";"8";"8";"5";"10";"9"
"Wegener Sleeswijkbuurt";"12";"4";"9";"4";"13";"8";"8";"7";"6";"9";"3";"3"
"Slotermeer-West";"56";"74";"85";"72";"45";"78";"50";"55";"61";"61";"70";"54"
"Jan de Louterbuurt";"21";"22";"37";"33";"21";"32";"21";"14";"17";"24";"25";"26"
"Lodewijk van Deysselbuurt";"20";"28";"30";"20";"12";"24";"14";"19";"22";"15";"16";"10"
"Confuciusbuurt";"15";"24";"18";"19";"12";"22";"15";"22";"22";"22";"29";"18"
"Slotermeer-Noordoost";"69";"67";"68";"41";"53";"37";"35";"43";"44";"53";"45";"42"
"Arondeusbuurt";"17";"25";"21";"11";"17";"13";"8";"7";"11";"13";"15";"12"
"Coronelbuurt";"9";"6";"6";"8";"5";"6";"3";"3";"3";"11";"6";"1"
"Meerwaldtbuurt";"24";"15";"14";"12";"15";"11";"8";"17";"12";"15";"10";"17"
"Dobbebuurt";"19";"21";"27";"10";"16";"7";"16";"16";"18";"14";"14";"12"
"Slotermeer-Zuidoost";"62";"64";"51";"46";"44";"45";"44";"48";"52";"46";"46";"30"
"Dichtersbuurt";"7";"10";"9";"4";"5";"6";"6";"5";"7";"8";"8";"4"
"Louis Couperusbuurt";"24";"31";"21";"20";"15";"19";"19";"18";"21";"15";"21";"10"
"Noordoever Sloterplas";"29";"20";"18";"19";"24";"18";"18";"23";"20";"20";"15";"15"
"Sloterpark";"2";"3";"3";"3";"0";"2";"1";"2";"4";"3";"2";"1"
"Lutkemeer/Ookmeer";"5";"7";"7";"12";"14";"8";"11";"3";"11";"18";"10";"15"
"Osdorper Bovenpolder";"3";"5";"2";"5";"4";"4";"0";"0";"4";"2";"1";"0"
"Ookmeer";"1";"1";"3";"5";"5";"3";"7";"2";"3";"8";"2";"6"
"Bedrijvenpark Lutkemeer";"1";"1";"2";"2";"5";"1";"4";"1";"4";"8";"7";"9"
"De Aker";"70";"58";"56";"50";"45";"45";"51";"37";"37";"42";"52";"38"
"Middelveldsche Akerpolder";"20";"18";"11";"12";"11";"10";"10";"7";"10";"6";"19";"18"
"De Aker-West";"16";"16";"15";"13";"14";"16";"17";"13";"13";"20";"16";"12"
"De Aker-Oost";"34";"24";"30";"25";"20";"19";"24";"17";"14";"16";"17";"8"
"De Punt";"36";"29";"29";"50";"23";"26";"36";"27";"29";"44";"50";"38"
"Bedrijvencentrum Osdorp";"8";"4";"7";"8";"5";"7";"14";"10";"3";"8";"6";"10"
"Dijkgraafpleinbuurt";"28";"25";"22";"42";"18";"19";"22";"17";"26";"36";"44";"28"
"Osdorp-Midden";"79";"62";"65";"72";"60";"67";"48";"81";"62";"68";"58";"111"
"Reimerswaal";"16";"18";"22";"21";"10";"24";"19";"18";"13";"10";"6";"12"
"Botteskerkbuurt";"17";"16";"13";"13";"9";"13";"10";"15";"9";"17";"10";"25"
"Zuidwestkwadrant-Noord";"14";"11";"15";"15";"21";"11";"7";"31";"15";"19";"19";"54"
"Zuidwestkwadrant-Zuid";"32";"17";"15";"23";"20";"19";"12";"17";"25";"22";"23";"20"
"Osdorp-Oost";"77";"98";"115";"78";"94";"84";"77";"72";"83";"74";"72";"83"
"Wildeman";"24";"17";"41";"23";"30";"29";"27";"35";"21";"26";"21";"34"
"Meer en Oever";"9";"14";"21";"10";"10";"9";"5";"12";"9";"7";"8";"5"
"Osdorpplein e.o.";"18";"34";"20";"21";"26";"22";"21";"9";"26";"23";"23";"28"
"Calandlaan/Lelylaan";"6";"9";"14";"4";"7";"8";"7";"7";"6";"3";"2";"2"
"Osdorp-Zuidoost";"20";"24";"19";"20";"21";"16";"17";"9";"21";"15";"18";"14"
"Slotervaart-Noord";"26";"31";"38";"44";"45";"43";"29";"35";"15";"27";"28";"43"
"Oostoever Sloterplas";"7";"8";"8";"9";"7";"2";"2";"3";"3";"6";"5";"5"
"Emanuel van Meterenbuurt";"9";"11";"15";"12";"8";"11";"10";"6";"4";"10";"7";"15"
"Jacob Geelbuurt";"10";"12";"15";"23";"30";"30";"17";"26";"8";"11";"16";"23"
"Overtoomse Veld";"73";"70";"67";"74";"79";"64";"58";"54";"62";"57";"57";"59"
"Lucas/Andreasziekenhuis e.o.";"5";"1";"5";"7";"7";"2";"4";"5";"6";"3";"5";"3"
"Overtoomse Veld-Noord";"25";"23";"28";"32";"24";"17";"18";"14";"28";"23";"26";"24"
"Rembrandtpark-Noord";"13";"4";"4";"6";"10";"7";"6";"5";"11";"11";"6";"8"
"Overtoomse Veld-Zuid";"21";"29";"21";"13";"29";"32";"20";"27";"12";"14";"15";"16"
"Rembrandtpark-Zuid";"2";"7";"5";"11";"7";"2";"5";"3";"4";"5";"1";"2"
"Johan Jongkindbuurt";"7";"6";"4";"5";"2";"4";"5";"0";"1";"1";"4";"6"
"Slotervaart-Zuid";"52";"57";"55";"54";"56";"62";"62";"40";"33";"31";"54";"40"
"Louis Crispijnbuurt";"15";"11";"17";"10";"11";"21";"10";"9";"3";"8";"22";"9"
"Jacques Veldmanbuurt";"18";"23";"22";"28";"15";"14";"24";"16";"10";"11";"16";"8"
"Medisch Centrum Slotervaart";"5";"5";"4";"4";"5";"8";"10";"3";"4";"0";"7";"6"
"Staalmanbuurt";"14";"18";"12";"12";"25";"19";"18";"12";"16";"12";"9";"17"
"Westlandgracht";"51";"58";"32";"53";"57";"54";"55";"57";"47";"45";"70";"55"
