"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 3.7.2 Vreemdelingenzorg"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Wijken en buurten";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Van Brakelkwartier";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"De Wester Quartier";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bellamybuurt";"1";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"Bellamybuurt-Noord";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"Bellamybuurt-Zuid";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Da Costabuurt";"1";"0";"0";"2";"1";"0";"0";"0";"0";"1";"0";"0"
"Da Costabuurt-Noord";"1";"0";"0";"2";"1";"0";"0";"0";"0";"1";"0";"0"
"Westindische Buurt";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0"
"Postjeskade e.o.";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Paramariboplein e.o.";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Van Lennepbuurt";"1";"2";"1";"2";"1";"0";"0";"0";"0";"2";"0";"1"
"Lootsbuurt";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Borgerbuurt";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1"
"Da Costabuurt-Zuid";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0"
"Overtoomse Sluis";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Cremerbuurt-West";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Vondelparkbuurt-West";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Helmersbuurt";"2";"1";"2";"3";"3";"0";"0";"0";"0";"0";"0";"1"
"Cremerbuurt-Oost";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"WG-terrein";"1";"1";"0";"2";"3";"0";"0";"0";"0";"0";"0";"1"
"Helmersbuurt-Oost";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Vondelparkbuurt";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
"Vondelparkbuurt-Midden";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Vondelparkbuurt-Oost";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
"Sloterdijk Nieuw-West";"0";"1";"1";"2";"4";"1";"0";"0";"0";"0";"0";"0"
"Sloterdijk De Heining";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sloterdijk Poort-Noord";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sloterdijk Poort-Zuid";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sloterdijk Rhônepark";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sloterdijk Donauhoek";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bretten-West";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bretten-Oost";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Sloterdijk Stationskwartier";"0";"1";"1";"2";"3";"1";"0";"0";"0";"0";"0";"0"
"Geuzenveld";"1";"0";"0";"2";"1";"0";"0";"0";"0";"2";"0";"0"
"Osdorper Binnenpolder";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"De Eendracht";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ruys de Beerenbrouckbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Eendrachtspark";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Van Tijenbuurt";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"Dudokbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bakemabuurt";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0"
"Wegener Sleeswijkbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Slotermeer-West";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0"
"Jan de Louterbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Lodewijk van Deysselbuurt";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Confuciusbuurt";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"Slotermeer-Noordoost";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0"
"Arondeusbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Coronelbuurt";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"Meerwaldtbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Dobbebuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0"
"Slotermeer-Zuidoost";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Dichtersbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Louis Couperusbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Noordoever Sloterplas";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Sloterpark";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Lutkemeer/Ookmeer";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Osdorper Bovenpolder";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Ookmeer";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bedrijvenpark Lutkemeer";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"De Aker";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Middelveldsche Akerpolder";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"De Aker-West";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"De Aker-Oost";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"De Punt";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0"
"Bedrijvencentrum Osdorp";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"Dijkgraafpleinbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Osdorp-Midden";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0"
"Reimerswaal";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Botteskerkbuurt";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0"
"Zuidwestkwadrant-Noord";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Zuidwestkwadrant-Zuid";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Osdorp-Oost";"3";"1";"1";"1";"2";"0";"1";"1";"2";"4";"2";"0"
"Wildeman";"3";"1";"1";"0";"1";"0";"1";"1";"2";"3";"2";"0"
