"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 1.1.1 Diefstal/inbraak woning"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Wijken en buurten";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Spaarndammerbuurt-Noordwest";"19";"31";"23";"14";"22";"18";"5";"17";"6";"9";"5";"6"
"Spaarndammerbuurt-Midden";"3";"10";"13";"8";"6";"8";"0";"6";"2";"4";"2";"2"
"Spaarndammerbuurt-Zuidwest";"9";"9";"4";"1";"7";"6";"6";"7";"4";"4";"6";"3"
"Spaarndammerbuurt-Noordoost";"15";"9";"6";"5";"7";"6";"4";"5";"8";"7";"2";"4"
"Zeeheldenbuurt";"18";"10";"7";"6";"6";"6";"4";"4";"3";"0";"3";"2"
"Westergasfabriek";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Spaarndammerbuurt-Zuidoost";"11";"6";"5";"4";"3";"1";"1";"6";"1";"3";"1";"3"
"Houthavens";"9";"13";"10";"10";"0";"6";"3";"5";"8";"7";"5";"9"
"Houthavens-West";"2";"5";"8";"6";"0";"5";"2";"3";"7";"6";"4";"6"
"Houthavens-Oost";"7";"8";"2";"4";"0";"1";"1";"2";"1";"1";"1";"3"
"De Kolenkit";"85";"99";"99";"76";"63";"42";"33";"28";"4";"10";"16";"14"
"Kolenkitbuurt-Noord";"23";"32";"33";"25";"23";"11";"9";"8";"0";"4";"8";"3"
"Kolenkitbuurt-Zuid";"23";"35";"35";"19";"14";"9";"13";"6";"2";"3";"6";"0"
"Laan van Spartaan";"17";"13";"23";"22";"16";"13";"6";"10";"0";"3";"2";"5"
"Robert Scottbuurt-West";"22";"19";"8";"10";"10";"9";"5";"4";"2";"0";"0";"6"
"Landlust";"151";"194";"106";"145";"108";"71";"41";"78";"41";"41";"32";"39"
"Bosleeuw";"39";"43";"25";"42";"52";"13";"9";"20";"16";"19";"7";"5"
"Gibraltarbuurt";"33";"47";"34";"27";"17";"13";"12";"12";"10";"5";"10";"13"
"Bedrijventerrein Landlust";"4";"2";"0";"2";"3";"2";"1";"0";"3";"0";"1";"1"
"Landlust-Noord";"15";"31";"15";"19";"9";"10";"6";"18";"6";"3";"4";"5"
"Erasmusparkbuurt-Oost";"17";"21";"6";"14";"15";"8";"3";"9";"2";"2";"3";"1"
"Landlust-Zuid";"43";"50";"26";"41";"12";"25";"10";"19";"4";"12";"7";"14"
"Erasmuspark";"47";"75";"32";"39";"20";"27";"14";"13";"7";"6";"5";"9"
"Robert Scottbuurt-Oost";"18";"15";"11";"13";"6";"13";"4";"3";"2";"3";"2";"4"
"Erasmusparkbuurt-West";"29";"60";"21";"26";"14";"14";"10";"10";"5";"3";"3";"5"
"Centrale Markt";"22";"16";"25";"11";"4";"11";"6";"6";"3";"4";"4";"7"
"Bedrijvencentrum Westerkwartier";"1";"0";"1";"3";"0";"2";"1";"2";"0";"0";"0";"2"
"GWL-terrein";"8";"7";"13";"3";"3";"6";"3";"2";"2";"0";"2";"2"
"Markthallen";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"Marcanti";"13";"9";"10";"5";"1";"3";"2";"2";"1";"4";"2";"2"
"Staatsliedenbuurt";"75";"88";"58";"48";"47";"55";"32";"46";"32";"20";"23";"18"
"Westerstaatsman";"17";"22";"16";"10";"9";"12";"7";"12";"10";"5";"7";"1"
"Fannius Scholtenbuurt";"16";"18";"14";"12";"8";"15";"6";"12";"7";"5";"10";"6"
"Staatsliedenbuurt-Noordoost";"8";"6";"5";"4";"6";"8";"3";"4";"2";"0";"2";"4"
"De Wittenbuurt-Noord";"9";"15";"4";"12";"6";"6";"3";"8";"7";"6";"0";"3"
"De Wittenbuurt-Zuid";"4";"4";"8";"4";"7";"8";"7";"2";"1";"0";"2";"1"
"Buyskade e.o.";"21";"23";"11";"6";"11";"6";"6";"8";"5";"4";"2";"3"
"Frederik Hendrikbuurt";"72";"59";"43";"46";"29";"51";"31";"42";"38";"16";"16";"21"
"Frederik Hendrikbuurt-Noord";"39";"22";"30";"25";"9";"21";"13";"16";"19";"4";"9";"8"
"Frederik Hendrikbuurt-Zuidwest";"5";"15";"3";"8";"2";"10";"3";"1";"0";"6";"2";"5"
"Frederik Hendrikbuurt-Zuidoost";"28";"22";"10";"13";"18";"20";"15";"25";"19";"6";"5";"8"
"Van Galenbuurt";"54";"34";"31";"34";"25";"19";"20";"22";"13";"9";"16";"11"
"Mercatorpark";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"Orteliusbuurt-Noord";"11";"5";"8";"11";"10";"5";"2";"4";"4";"1";"5";"3"
"Jan Maijenbuurt";"22";"13";"14";"13";"5";"7";"6";"9";"2";"3";"7";"6"
"John Franklinbuurt";"20";"16";"9";"10";"10";"7";"12";"8";"7";"5";"4";"2"
"Geuzenbuurt";"67";"66";"35";"58";"30";"31";"19";"19";"27";"10";"16";"10"
"Pieter van der Doesbuurt";"22";"21";"11";"16";"9";"9";"6";"8";"15";"2";"2";"3"
"Trompbuurt";"37";"39";"17";"37";"13";"16";"10";"10";"8";"5";"9";"5"
"Geuzenhofbuurt";"8";"6";"7";"5";"8";"6";"3";"1";"4";"3";"5";"2"
"Hoofdweg e.o.";"102";"85";"70";"42";"57";"45";"33";"20";"19";"17";"28";"23"
"Orteliusbuurt-Midden";"16";"12";"12";"5";"15";"10";"7";"1";"3";"3";"7";"5"
"Balboaplein e.o.";"42";"35";"18";"9";"13";"20";"9";"5";"6";"4";"3";"6"
"Orteliusbuurt-Zuid";"13";"18";"9";"13";"11";"3";"9";"7";"4";"2";"8";"5"
"Columbusplein e.o.";"31";"20";"31";"15";"18";"12";"8";"7";"6";"8";"10";"7"
"Chassébuurt";"62";"63";"19";"23";"17";"25";"10";"22";"11";"3";"4";"14"
"Filips van Almondekwartier";"6";"13";"2";"5";"1";"3";"2";"1";"1";"1";"1";"6"
"Kortenaerkwartier";"18";"19";"8";"6";"10";"7";"3";"10";"9";"1";"3";"6"
"Van Brakelkwartier";"9";"6";"4";"0";"0";"5";"1";"2";"0";"0";"0";"2"
"De Wester Quartier";"29";"25";"5";"12";"6";"10";"4";"9";"1";"1";"0";"0"
"Bellamybuurt";"46";"38";"15";"24";"36";"21";"31";"39";"33";"19";"17";"24"
"Bellamybuurt-Noord";"21";"16";"7";"13";"20";"10";"7";"13";"7";"8";"4";"7"
"Bellamybuurt-Zuid";"25";"22";"8";"11";"16";"11";"24";"26";"26";"11";"13";"17"
"Da Costabuurt";"34";"35";"27";"30";"33";"33";"36";"32";"22";"29";"19";"13"
