"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 1.4.6 Straatroof"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Slotermeer-Noordoost";"18";"12";"13";"16";"9";"14";"14";"8";"6";"7";"7";"12"
"Arondeusbuurt";"6";"5";"5";"3";"1";"1";"3";"1";"1";"2";"0";"6"
"Coronelbuurt";"0";"0";"3";"2";"1";"1";"0";"0";"0";"2";"1";"1"
"Meerwaldtbuurt";"7";"1";"2";"0";"2";"5";"3";"3";"3";"0";"1";"3"
"Dobbebuurt";"5";"6";"3";"11";"5";"7";"8";"4";"2";"3";"5";"2"
"Slotermeer-Zuidoost";"11";"15";"18";"12";"8";"13";"10";"8";"5";"7";"6";"6"
"Dichtersbuurt";"1";"3";"5";"4";"1";"1";"2";"2";"1";"1";"1";"0"
"Louis Couperusbuurt";"4";"3";"5";"2";"4";"3";"4";"2";"1";"2";"1";"3"
"Noordoever Sloterplas";"5";"6";"7";"4";"2";"2";"3";"2";"3";"2";"3";"3"
"Sloterpark";"1";"3";"1";"2";"1";"7";"1";"2";"0";"2";"1";"0"
"Lutkemeer/Ookmeer";"4";"1";"2";"2";"3";"0";"2";"2";"2";"4";"1";"2"
"Osdorper Bovenpolder";"1";"0";"0";"0";"3";"0";"1";"2";"0";"3";"1";"1"
"Ookmeer";"3";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1"
"Bedrijvenpark Lutkemeer";"0";"0";"1";"2";"0";"0";"1";"0";"1";"0";"0";"0"
"De Aker";"13";"5";"3";"5";"1";"1";"6";"2";"5";"3";"4";"1"
"Middelveldsche Akerpolder";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"De Aker-West";"5";"0";"1";"2";"1";"1";"4";"1";"2";"0";"2";"0"
"De Aker-Oost";"7";"4";"1";"2";"0";"0";"2";"1";"3";"3";"2";"1"
"De Punt";"7";"6";"2";"2";"5";"2";"1";"2";"4";"1";"2";"1"
"Bedrijvencentrum Osdorp";"1";"2";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0"
"Dijkgraafpleinbuurt";"6";"4";"0";"2";"4";"2";"1";"2";"4";"0";"2";"1"
"Osdorp-Midden";"23";"11";"6";"5";"10";"5";"12";"9";"7";"2";"3";"2"
"Reimerswaal";"1";"1";"0";"2";"1";"0";"7";"2";"1";"0";"0";"0"
"Botteskerkbuurt";"7";"3";"2";"2";"6";"1";"2";"2";"1";"0";"0";"0"
"Zuidwestkwadrant-Noord";"12";"2";"3";"1";"1";"3";"2";"1";"5";"2";"1";"1"
"Zuidwestkwadrant-Zuid";"3";"5";"1";"0";"2";"1";"1";"4";"0";"0";"2";"1"
"Osdorp-Oost";"37";"19";"21";"11";"12";"7";"11";"4";"4";"8";"7";"7"
"Wildeman";"9";"8";"3";"3";"5";"3";"0";"1";"0";"2";"0";"1"
"Meer en Oever";"3";"0";"1";"0";"1";"0";"1";"1";"0";"0";"2";"0"
