"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 3.5.5 Weg (overig)"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Wijken en buurten";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"De Aker-Oost";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"2";"1"
"De Punt";"2";"0";"1";"6";"3";"3";"3";"7";"10";"10";"14";"10"
"Bedrijvencentrum Osdorp";"2";"0";"1";"2";"2";"2";"2";"6";"7";"8";"11";"6"
"Dijkgraafpleinbuurt";"0";"0";"0";"4";"1";"1";"1";"1";"3";"2";"3";"4"
"Osdorp-Midden";"1";"3";"7";"6";"7";"7";"7";"9";"11";"4";"14";"11"
"Reimerswaal";"0";"1";"0";"0";"1";"3";"0";"0";"0";"1";"2";"0"
"Botteskerkbuurt";"0";"1";"0";"2";"1";"1";"4";"0";"0";"1";"5";"3"
"Zuidwestkwadrant-Noord";"1";"1";"4";"3";"2";"3";"1";"6";"6";"2";"7";"4"
"Zuidwestkwadrant-Zuid";"0";"0";"3";"1";"3";"0";"2";"3";"5";"0";"0";"4"
"Osdorp-Oost";"4";"11";"9";"8";"8";"5";"4";"11";"11";"13";"22";"22"
"Wildeman";"1";"1";"1";"2";"2";"1";"0";"2";"3";"4";"3";"4"
"Meer en Oever";"0";"0";"1";"0";"0";"0";"0";"0";"1";"3";"1";"1"
"Osdorpplein e.o.";"1";"4";"6";"1";"4";"3";"0";"6";"5";"5";"6";"8"
"Calandlaan/Lelylaan";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1"
"Osdorp-Zuidoost";"2";"6";"1";"5";"2";"1";"4";"3";"2";"1";"11";"8"
"Slotervaart-Noord";"1";"2";"5";"3";"3";"2";"4";"1";"4";"2";"5";"3"
"Oostoever Sloterplas";"1";"0";"2";"0";"0";"0";"2";"1";"1";"0";"2";"2"
"Emanuel van Meterenbuurt";"0";"0";"0";"0";"1";"1";"2";"0";"3";"1";"3";"1"
"Jacob Geelbuurt";"0";"2";"3";"3";"2";"1";"0";"0";"0";"1";"0";"0"
"Overtoomse Veld";"9";"10";"18";"11";"16";"9";"9";"8";"15";"10";"8";"14"
"Lucas/Andreasziekenhuis e.o.";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0"
"Overtoomse Veld-Noord";"5";"3";"4";"1";"4";"1";"4";"3";"1";"4";"5";"5"
"Rembrandtpark-Noord";"2";"2";"7";"3";"10";"4";"2";"1";"7";"2";"3";"1"
"Overtoomse Veld-Zuid";"2";"2";"6";"5";"1";"2";"2";"2";"7";"3";"0";"8"
"Rembrandtpark-Zuid";"0";"2";"0";"1";"1";"0";"0";"2";"0";"1";"0";"0"
"Johan Jongkindbuurt";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0"
"Slotervaart-Zuid";"4";"5";"9";"8";"8";"5";"3";"4";"10";"14";"13";"9"
"Louis Crispijnbuurt";"1";"0";"1";"2";"0";"1";"0";"0";"3";"1";"3";"0"
"Jacques Veldmanbuurt";"3";"4";"1";"2";"5";"2";"3";"3";"5";"7";"8";"8"
"Medisch Centrum Slotervaart";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Staalmanbuurt";"0";"1";"7";"4";"3";"2";"0";"1";"2";"6";"1";"1"
"Westlandgracht";"3";"5";"3";"8";"3";"3";"4";"7";"9";"10";"16";"13"
"Schipluidenbuurt";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Koningin Wilhelminaplein";"0";"0";"1";"0";"1";"0";"0";"1";"1";"4";"3";"0"
"Andreasterrein";"0";"3";"0";"0";"1";"0";"1";"2";"1";"1";"3";"3"
"Delflandpleinbuurt-West";"1";"2";"2";"5";"1";"3";"2";"1";"4";"3";"5";"4"
"Delflandpleinbuurt-Oost";"1";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"3"
"Riekerhaven";"0";"0";"0";"2";"0";"0";"1";"2";"2";"2";"1";"3"
