"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 3.9.3 Fraude (overig)"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Wijken en buurten";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Robert Scottbuurt-Oost";"4";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Erasmusparkbuurt-West";"11";"3";"6";"5";"2";"0";"0";"0";"0";"0";"0";"0"
"Centrale Markt";"6";"5";"4";"3";"1";"0";"0";"1";"0";"0";"0";"0"
"Bedrijvencentrum Westerkwartier";"2";"3";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"GWL-terrein";"2";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0"
"Markthallen";"1";"1";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Marcanti";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Staatsliedenbuurt";"11";"17";"18";"10";"1";"1";"3";"0";"0";"0";"0";"0"
"Westerstaatsman";"1";"0";"4";"1";"0";"0";"1";"0";"0";"0";"0";"0"
"Fannius Scholtenbuurt";"0";"5";"5";"2";"0";"0";"1";"0";"0";"0";"0";"0"
"Staatsliedenbuurt-Noordoost";"2";"5";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0"
"De Wittenbuurt-Noord";"0";"2";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0"
"De Wittenbuurt-Zuid";"5";"2";"1";"3";"0";"0";"1";"0";"0";"0";"0";"0"
"Buyskade e.o.";"3";"3";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0"
"Frederik Hendrikbuurt";"9";"11";"12";"4";"3";"0";"0";"1";"0";"0";"1";"0"
"Frederik Hendrikbuurt-Noord";"5";"1";"4";"2";"1";"0";"0";"0";"0";"0";"0";"0"
"Frederik Hendrikbuurt-Zuidwest";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Frederik Hendrikbuurt-Zuidoost";"4";"8";"7";"2";"2";"0";"0";"1";"0";"0";"1";"0"
"Van Galenbuurt";"9";"5";"15";"6";"0";"1";"0";"1";"0";"0";"0";"0"
"Mercatorpark";"1";"3";"5";"3";"0";"0";"0";"0";"0";"0";"0";"0"
"Orteliusbuurt-Noord";"2";"2";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0"
"Jan Maijenbuurt";"2";"0";"5";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"John Franklinbuurt";"4";"0";"3";"1";"0";"1";"0";"0";"0";"0";"0";"0"
"Geuzenbuurt";"12";"6";"14";"3";"1";"0";"0";"0";"0";"0";"0";"0"
"Pieter van der Doesbuurt";"1";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Trompbuurt";"7";"4";"6";"2";"1";"0";"0";"0";"0";"0";"0";"0"
"Geuzenhofbuurt";"4";"1";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"Hoofdweg e.o.";"31";"8";"22";"14";"2";"0";"0";"0";"2";"1";"0";"0"
"Orteliusbuurt-Midden";"5";"3";"6";"2";"0";"0";"0";"0";"1";"1";"0";"0"
"Balboaplein e.o.";"10";"1";"7";"6";"2";"0";"0";"0";"1";"0";"0";"0"
"Orteliusbuurt-Zuid";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Columbusplein e.o.";"13";"4";"7";"6";"0";"0";"0";"0";"0";"0";"0";"0"
"Chassébuurt";"3";"4";"11";"5";"0";"0";"0";"0";"0";"0";"0";"0"
