"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 2.5.1 Diefstal/inbraak bedrijven enz."
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Wijken en buurten";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Mercatorpark";"9";"8";"11";"2";"13";"1";"3";"1";"4";"2";"5";"4"
"Orteliusbuurt-Noord";"4";"1";"0";"1";"1";"1";"1";"2";"1";"0";"0";"0"
"Jan Maijenbuurt";"11";"9";"5";"10";"3";"6";"7";"1";"0";"3";"1";"2"
"John Franklinbuurt";"7";"6";"3";"2";"3";"3";"0";"2";"5";"3";"1";"3"
"Geuzenbuurt";"10";"16";"15";"18";"18";"9";"9";"11";"7";"4";"4";"6"
"Pieter van der Doesbuurt";"2";"4";"2";"5";"7";"1";"1";"2";"1";"1";"1";"1"
"Trompbuurt";"7";"10";"13";"11";"10";"8";"7";"7";"6";"2";"3";"4"
"Geuzenhofbuurt";"1";"2";"0";"2";"1";"0";"1";"2";"0";"1";"0";"1"
"Hoofdweg e.o.";"21";"39";"13";"42";"25";"14";"19";"19";"9";"11";"13";"6"
"Orteliusbuurt-Midden";"4";"6";"2";"6";"3";"0";"0";"3";"2";"1";"3";"1"
"Balboaplein e.o.";"9";"26";"9";"18";"9";"6";"10";"8";"7";"5";"6";"4"
"Orteliusbuurt-Zuid";"2";"3";"0";"5";"6";"2";"0";"3";"0";"0";"0";"0"
"Columbusplein e.o.";"6";"4";"2";"13";"7";"6";"9";"5";"0";"5";"4";"1"
"Chassébuurt";"16";"33";"16";"11";"18";"11";"10";"9";"11";"7";"4";"12"
"Filips van Almondekwartier";"0";"6";"3";"1";"7";"2";"1";"2";"1";"0";"2";"0"
"Kortenaerkwartier";"6";"12";"5";"7";"5";"5";"3";"3";"5";"2";"1";"9"
"Van Brakelkwartier";"4";"7";"6";"1";"5";"3";"2";"3";"0";"2";"1";"3"
"De Wester Quartier";"6";"8";"2";"2";"1";"1";"4";"1";"5";"3";"0";"0"
"Bellamybuurt";"28";"31";"34";"32";"14";"30";"28";"39";"18";"18";"10";"10"
"Bellamybuurt-Noord";"14";"10";"5";"8";"1";"9";"6";"10";"6";"7";"1";"3"
"Bellamybuurt-Zuid";"14";"21";"29";"24";"13";"21";"22";"29";"12";"11";"9";"7"
"Da Costabuurt";"22";"42";"30";"34";"21";"17";"22";"24";"17";"10";"10";"11"
"Da Costabuurt-Noord";"22";"42";"30";"34";"21";"17";"22";"24";"17";"10";"10";"11"
"Westindische Buurt";"13";"6";"10";"8";"9";"7";"8";"8";"4";"3";"13";"6"
"Postjeskade e.o.";"5";"2";"2";"3";"2";"4";"3";"1";"1";"0";"1";"1"
"Paramariboplein e.o.";"8";"4";"8";"5";"7";"3";"5";"7";"3";"3";"12";"5"
"Van Lennepbuurt";"33";"18";"18";"21";"24";"23";"16";"14";"10";"6";"17";"8"
"Lootsbuurt";"7";"3";"3";"9";"3";"6";"3";"5";"2";"2";"3";"0"
"Borgerbuurt";"10";"8";"3";"5";"11";"8";"8";"4";"5";"1";"9";"4"
"Da Costabuurt-Zuid";"16";"7";"12";"7";"10";"9";"5";"5";"3";"3";"5";"4"
"Overtoomse Sluis";"27";"25";"17";"24";"22";"19";"14";"15";"20";"11";"16";"12"
"Cremerbuurt-West";"17";"14";"11";"11";"11";"14";"10";"11";"15";"6";"6";"2"
"Vondelparkbuurt-West";"10";"11";"6";"13";"11";"5";"4";"4";"5";"5";"10";"10"
"Helmersbuurt";"27";"31";"23";"36";"22";"33";"28";"29";"19";"20";"22";"28"
"Cremerbuurt-Oost";"5";"6";"2";"6";"1";"5";"4";"6";"1";"2";"5";"6"
"WG-terrein";"11";"13";"8";"17";"11";"9";"18";"17";"16";"10";"15";"12"
"Helmersbuurt-Oost";"11";"12";"13";"13";"10";"19";"6";"6";"2";"8";"2";"10"
"Vondelparkbuurt";"33";"24";"41";"25";"34";"29";"26";"33";"10";"6";"32";"29"
"Vondelparkbuurt-Midden";"6";"9";"2";"5";"3";"4";"2";"1";"2";"0";"1";"1"
"Vondelparkbuurt-Oost";"27";"15";"39";"20";"31";"25";"24";"32";"8";"6";"31";"28"
"Sloterdijk Nieuw-West";"115";"133";"71";"87";"83";"100";"94";"83";"56";"56";"60";"58"
"Sloterdijk De Heining";"0";"2";"2";"0";"2";"1";"3";"1";"0";"0";"1";"0"
"Sloterdijk Poort-Noord";"11";"7";"2";"1";"1";"7";"3";"2";"6";"0";"3";"1"
"Sloterdijk Poort-Zuid";"24";"19";"15";"17";"16";"29";"28";"19";"18";"14";"18";"6"
"Sloterdijk Rhônepark";"8";"15";"7";"7";"4";"6";"2";"5";"2";"2";"1";"3"
"Sloterdijk Donauhoek";"8";"19";"2";"2";"6";"0";"6";"1";"1";"2";"0";"5"
"Bretten-West";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bretten-Oost";"5";"6";"5";"1";"2";"4";"1";"4";"3";"2";"5";"7"
"Sloterdijk Stationskwartier";"59";"65";"38";"59";"52";"53";"51";"51";"26";"36";"32";"36"
"Geuzenveld";"33";"32";"35";"24";"24";"24";"16";"7";"5";"6";"2";"14"
"Osdorper Binnenpolder";"12";"6";"19";"3";"4";"6";"8";"0";"3";"3";"0";"10"
"De Eendracht";"0";"1";"1";"1";"2";"0";"0";"0";"1";"0";"0";"0"
"Ruys de Beerenbrouckbuurt";"6";"7";"4";"4";"8";"4";"1";"0";"0";"1";"0";"1"
"Eendrachtspark";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0"
"Van Tijenbuurt";"2";"0";"0";"0";"2";"1";"1";"1";"0";"0";"1";"1"
"Dudokbuurt";"3";"9";"3";"4";"2";"1";"3";"3";"1";"2";"1";"0"
"Bakemabuurt";"5";"6";"5";"10";"5";"10";"0";"3";"0";"0";"0";"2"
"Wegener Sleeswijkbuurt";"5";"1";"3";"2";"1";"2";"1";"0";"0";"0";"0";"0"
"Slotermeer-West";"53";"45";"34";"28";"18";"28";"17";"11";"16";"4";"6";"10"
"Jan de Louterbuurt";"28";"24";"18";"13";"12";"7";"8";"1";"8";"2";"4";"3"
"Lodewijk van Deysselbuurt";"16";"10";"8";"6";"3";"8";"5";"3";"4";"2";"1";"3"
"Confuciusbuurt";"9";"11";"8";"9";"3";"13";"4";"7";"4";"0";"1";"4"
"Slotermeer-Noordoost";"43";"26";"38";"26";"29";"24";"15";"7";"12";"3";"7";"6"
"Arondeusbuurt";"6";"4";"8";"3";"3";"0";"4";"1";"1";"0";"0";"2"
"Coronelbuurt";"2";"1";"3";"3";"3";"7";"2";"1";"1";"1";"3";"2"
"Meerwaldtbuurt";"10";"5";"3";"2";"2";"4";"1";"1";"0";"1";"0";"2"
"Dobbebuurt";"25";"16";"24";"18";"21";"13";"8";"4";"10";"1";"4";"0"
"Slotermeer-Zuidoost";"34";"40";"31";"22";"22";"22";"20";"19";"18";"12";"11";"12"
"Dichtersbuurt";"3";"15";"5";"5";"6";"2";"7";"4";"2";"4";"1";"0"
"Louis Couperusbuurt";"8";"7";"5";"2";"2";"2";"1";"0";"9";"1";"0";"1"
"Noordoever Sloterplas";"14";"9";"9";"10";"6";"8";"8";"4";"6";"2";"6";"2"
"Sloterpark";"9";"9";"12";"5";"8";"10";"4";"11";"1";"5";"4";"9"
"Lutkemeer/Ookmeer";"15";"37";"26";"16";"11";"13";"12";"9";"11";"8";"2";"7"
"Osdorper Bovenpolder";"0";"7";"5";"1";"1";"4";"0";"1";"2";"0";"0";"0"
"Ookmeer";"13";"25";"21";"15";"7";"7";"6";"1";"5";"6";"0";"4"
"Bedrijvenpark Lutkemeer";"2";"5";"0";"0";"3";"2";"6";"7";"4";"2";"2";"3"
"De Aker";"5";"10";"3";"9";"0";"6";"5";"1";"0";"2";"2";"3"
"Middelveldsche Akerpolder";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"De Aker-West";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"De Aker-Oost";"5";"10";"3";"8";"0";"5";"5";"1";"0";"2";"2";"3"
"De Punt";"17";"16";"11";"9";"14";"13";"12";"9";"6";"1";"8";"7"
"Bedrijvencentrum Osdorp";"9";"2";"3";"7";"12";"9";"11";"4";"5";"1";"5";"7"
"Dijkgraafpleinbuurt";"8";"14";"8";"2";"2";"4";"1";"5";"1";"0";"3";"0"
"Osdorp-Midden";"25";"34";"23";"25";"18";"16";"18";"12";"10";"5";"9";"11"
"Reimerswaal";"5";"7";"6";"7";"6";"8";"4";"3";"1";"4";"6";"2"
"Botteskerkbuurt";"4";"7";"3";"2";"2";"1";"2";"1";"3";"0";"0";"0"
"Zuidwestkwadrant-Noord";"6";"10";"7";"5";"4";"4";"3";"4";"2";"0";"0";"3"
"Zuidwestkwadrant-Zuid";"10";"10";"7";"11";"6";"3";"9";"4";"4";"1";"3";"6"
"Osdorp-Oost";"49";"60";"35";"40";"39";"51";"37";"22";"25";"13";"24";"16"
"Wildeman";"13";"16";"4";"2";"4";"11";"4";"2";"3";"0";"3";"4"
"Meer en Oever";"2";"6";"1";"3";"0";"3";"4";"2";"1";"0";"0";"0"
"Osdorpplein e.o.";"19";"21";"17";"19";"22";"26";"15";"14";"11";"6";"15";"9"
"Calandlaan/Lelylaan";"7";"11";"10";"8";"9";"4";"5";"2";"5";"6";"2";"1"
"Osdorp-Zuidoost";"8";"6";"3";"8";"4";"7";"9";"2";"5";"1";"4";"2"
"Slotervaart-Noord";"17";"6";"16";"25";"14";"13";"10";"18";"9";"3";"8";"5"
"Oostoever Sloterplas";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0"
"Emanuel van Meterenbuurt";"10";"5";"10";"13";"4";"6";"5";"14";"7";"2";"6";"2"
"Jacob Geelbuurt";"7";"1";"6";"12";"8";"7";"5";"4";"2";"0";"2";"3"
"Overtoomse Veld";"40";"42";"60";"37";"42";"22";"33";"27";"15";"16";"14";"18"
"Lucas/Andreasziekenhuis e.o.";"5";"5";"5";"5";"1";"1";"6";"3";"3";"2";"2";"2"
"Overtoomse Veld-Noord";"17";"15";"12";"7";"11";"7";"8";"6";"4";"6";"4";"3"
"Rembrandtpark-Noord";"3";"8";"4";"1";"6";"5";"11";"6";"2";"3";"2";"8"
"Overtoomse Veld-Zuid";"9";"13";"31";"20";"20";"6";"5";"6";"2";"4";"3";"4"
"Rembrandtpark-Zuid";"3";"1";"7";"3";"2";"1";"0";"4";"3";"0";"3";"1"
"Johan Jongkindbuurt";"3";"0";"1";"1";"2";"2";"3";"2";"1";"1";"0";"0"
"Slotervaart-Zuid";"49";"41";"42";"43";"32";"38";"30";"36";"26";"7";"11";"7"
"Louis Crispijnbuurt";"19";"13";"15";"22";"11";"19";"16";"15";"12";"2";"6";"1"
