"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 3.1.1 Drugshandel"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Wijken en buurten";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Landlust-Zuid";"2";"3";"4";"3";"0";"4";"5";"0";"4";"1";"2";"2"
"Erasmuspark";"3";"4";"6";"6";"2";"2";"2";"10";"1";"1";"4";"1"
"Robert Scottbuurt-Oost";"2";"3";"0";"0";"1";"0";"0";"3";"1";"0";"3";"1"
"Erasmusparkbuurt-West";"1";"1";"6";"6";"1";"2";"2";"7";"0";"1";"1";"0"
"Centrale Markt";"1";"3";"5";"13";"22";"13";"23";"23";"4";"1";"1";"4"
"Bedrijvencentrum Westerkwartier";"0";"2";"2";"2";"1";"0";"0";"1";"1";"0";"0";"3"
"GWL-terrein";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Markthallen";"1";"1";"3";"11";"18";"13";"23";"20";"3";"1";"1";"1"
"Marcanti";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0"
"Staatsliedenbuurt";"8";"14";"4";"12";"7";"8";"8";"8";"1";"5";"5";"8"
"Westerstaatsman";"0";"5";"1";"3";"3";"1";"2";"4";"0";"0";"0";"2"
"Fannius Scholtenbuurt";"2";"1";"0";"2";"1";"1";"3";"2";"0";"0";"2";"2"
"Staatsliedenbuurt-Noordoost";"1";"2";"1";"3";"0";"0";"0";"1";"0";"1";"1";"0"
"De Wittenbuurt-Noord";"1";"3";"1";"3";"1";"2";"3";"0";"0";"2";"0";"1"
"De Wittenbuurt-Zuid";"4";"1";"0";"1";"0";"1";"0";"0";"0";"0";"2";"0"
"Buyskade e.o.";"0";"2";"1";"0";"2";"3";"0";"1";"1";"2";"0";"3"
"Frederik Hendrikbuurt";"8";"1";"8";"8";"5";"3";"5";"2";"4";"6";"9";"7"
"Frederik Hendrikbuurt-Noord";"5";"1";"4";"3";"2";"0";"4";"1";"1";"2";"4";"3"
"Frederik Hendrikbuurt-Zuidwest";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"2";"2"
"Frederik Hendrikbuurt-Zuidoost";"2";"0";"3";"5";"2";"3";"1";"1";"2";"4";"3";"2"
"Van Galenbuurt";"9";"5";"11";"6";"28";"40";"31";"21";"14";"5";"5";"14"
"Mercatorpark";"0";"0";"0";"0";"19";"33";"25";"20";"8";"0";"2";"5"
"Orteliusbuurt-Noord";"4";"2";"2";"4";"3";"0";"1";"0";"2";"2";"0";"1"
"Jan Maijenbuurt";"3";"1";"4";"1";"2";"0";"3";"0";"1";"2";"0";"6"
"John Franklinbuurt";"2";"2";"5";"1";"4";"7";"2";"1";"3";"1";"3";"2"
"Geuzenbuurt";"3";"0";"3";"7";"5";"6";"3";"4";"2";"6";"2";"6"
"Pieter van der Doesbuurt";"2";"0";"1";"4";"3";"1";"2";"0";"1";"3";"0";"2"
"Trompbuurt";"0";"0";"2";"3";"2";"4";"0";"3";"1";"3";"1";"2"
"Geuzenhofbuurt";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"2"
"Hoofdweg e.o.";"13";"9";"16";"11";"18";"5";"5";"7";"8";"7";"12";"13"
"Orteliusbuurt-Midden";"7";"3";"4";"4";"7";"0";"2";"0";"4";"2";"4";"4"
"Balboaplein e.o.";"3";"2";"4";"4";"6";"4";"2";"4";"2";"2";"6";"5"
"Orteliusbuurt-Zuid";"0";"1";"3";"0";"3";"0";"1";"1";"2";"2";"1";"1"
"Columbusplein e.o.";"3";"3";"5";"3";"2";"1";"0";"2";"0";"1";"1";"3"
"Chassébuurt";"1";"3";"3";"5";"8";"9";"4";"3";"5";"3";"3";"4"
"Filips van Almondekwartier";"0";"0";"1";"1";"4";"0";"0";"0";"1";"0";"0";"0"
"Kortenaerkwartier";"0";"2";"0";"0";"3";"3";"1";"2";"1";"1";"1";"4"
"Van Brakelkwartier";"1";"0";"0";"2";"0";"1";"0";"0";"2";"1";"2";"0"
"De Wester Quartier";"0";"1";"2";"2";"1";"5";"3";"1";"1";"1";"0";"0"
"Bellamybuurt";"5";"8";"1";"7";"5";"4";"3";"2";"3";"6";"5";"19"
"Bellamybuurt-Noord";"2";"1";"0";"0";"2";"1";"2";"1";"1";"6";"1";"9"
"Bellamybuurt-Zuid";"3";"7";"1";"7";"3";"3";"1";"1";"2";"0";"4";"10"
"Da Costabuurt";"3";"3";"4";"5";"3";"0";"1";"2";"5";"8";"9";"3"
"Da Costabuurt-Noord";"3";"3";"4";"5";"3";"0";"1";"2";"5";"8";"9";"3"
"Westindische Buurt";"3";"1";"1";"2";"2";"4";"3";"4";"2";"1";"1";"5"
"Postjeskade e.o.";"0";"0";"0";"0";"2";"2";"0";"3";"1";"0";"1";"4"
"Paramariboplein e.o.";"3";"1";"1";"2";"0";"2";"3";"1";"1";"1";"0";"1"
"Van Lennepbuurt";"9";"9";"5";"3";"3";"5";"5";"4";"3";"9";"11";"3"
"Lootsbuurt";"3";"1";"1";"3";"1";"1";"2";"0";"0";"2";"4";"1"
"Borgerbuurt";"3";"6";"3";"0";"1";"3";"2";"1";"2";"4";"7";"1"
"Da Costabuurt-Zuid";"3";"2";"1";"0";"1";"1";"1";"3";"1";"3";"0";"1"
"Overtoomse Sluis";"0";"2";"2";"4";"6";"1";"1";"0";"1";"2";"2";"5"
"Cremerbuurt-West";"0";"2";"1";"3";"3";"1";"0";"0";"1";"1";"2";"4"
"Vondelparkbuurt-West";"0";"0";"1";"1";"3";"0";"1";"0";"0";"1";"0";"1"
"Helmersbuurt";"5";"6";"5";"10";"3";"4";"3";"2";"3";"6";"6";"9"
"Cremerbuurt-Oost";"1";"0";"1";"4";"0";"0";"0";"0";"1";"1";"2";"1"
"WG-terrein";"4";"5";"4";"4";"2";"1";"3";"0";"1";"3";"4";"3"
"Helmersbuurt-Oost";"0";"1";"0";"2";"1";"3";"0";"2";"1";"2";"0";"5"
"Vondelparkbuurt";"4";"0";"3";"1";"1";"2";"12";"5";"5";"5";"7";"6"
"Vondelparkbuurt-Midden";"0";"0";"2";"0";"0";"0";"0";"1";"0";"1";"2";"0"
"Vondelparkbuurt-Oost";"4";"0";"1";"1";"1";"2";"12";"4";"5";"4";"5";"6"
"Sloterdijk Nieuw-West";"8";"4";"20";"9";"11";"17";"16";"23";"12";"18";"18";"12"
"Sloterdijk De Heining";"0";"0";"0";"0";"1";"3";"0";"3";"0";"1";"1";"1"
"Sloterdijk Poort-Noord";"0";"0";"0";"0";"1";"0";"2";"1";"4";"4";"10";"2"
"Sloterdijk Poort-Zuid";"3";"2";"5";"5";"4";"3";"3";"6";"5";"3";"3";"2"
"Sloterdijk Rhônepark";"3";"2";"10";"1";"2";"5";"3";"2";"0";"0";"1";"1"
"Sloterdijk Donauhoek";"0";"0";"1";"2";"0";"1";"0";"1";"0";"0";"0";"0"
"Bretten-West";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bretten-Oost";"2";"0";"0";"0";"0";"2";"0";"1";"0";"1";"0";"0"
"Sloterdijk Stationskwartier";"0";"0";"4";"1";"3";"3";"8";"9";"3";"9";"3";"6"
"Geuzenveld";"11";"11";"8";"14";"11";"6";"10";"13";"15";"17";"6";"14"
"Osdorper Binnenpolder";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1"
"De Eendracht";"0";"1";"0";"2";"0";"1";"0";"0";"0";"1";"0";"0"
"Ruys de Beerenbrouckbuurt";"6";"4";"2";"5";"2";"1";"2";"7";"6";"3";"2";"2"
"Eendrachtspark";"0";"0";"1";"0";"0";"2";"1";"0";"1";"1";"0";"1"
"Van Tijenbuurt";"0";"1";"0";"1";"4";"1";"0";"1";"2";"6";"1";"3"
"Dudokbuurt";"2";"4";"0";"1";"1";"1";"5";"2";"3";"5";"1";"3"
"Bakemabuurt";"2";"1";"4";"4";"2";"0";"2";"1";"1";"1";"1";"0"
"Wegener Sleeswijkbuurt";"1";"0";"1";"1";"2";"0";"0";"1";"2";"0";"1";"4"
"Slotermeer-West";"8";"9";"7";"5";"9";"1";"11";"15";"12";"13";"11";"10"
"Jan de Louterbuurt";"1";"2";"1";"2";"3";"1";"4";"4";"4";"3";"3";"3"
"Lodewijk van Deysselbuurt";"4";"3";"4";"2";"0";"0";"5";"2";"7";"5";"4";"3"
"Confuciusbuurt";"3";"4";"2";"1";"6";"0";"2";"9";"1";"5";"4";"4"
"Slotermeer-Noordoost";"3";"16";"6";"14";"7";"5";"5";"7";"3";"9";"4";"7"
"Arondeusbuurt";"1";"3";"1";"4";"1";"2";"2";"1";"1";"2";"1";"2"
"Coronelbuurt";"0";"1";"1";"1";"0";"0";"0";"1";"0";"1";"1";"0"
"Meerwaldtbuurt";"1";"5";"0";"3";"3";"0";"1";"1";"0";"5";"1";"3"
"Dobbebuurt";"1";"7";"4";"6";"3";"3";"2";"4";"2";"1";"1";"2"
"Slotermeer-Zuidoost";"17";"8";"9";"6";"10";"6";"10";"24";"11";"11";"16";"16"
"Dichtersbuurt";"1";"0";"2";"0";"0";"1";"3";"7";"4";"3";"2";"3"
"Louis Couperusbuurt";"5";"2";"1";"3";"2";"0";"2";"7";"2";"3";"7";"5"
"Noordoever Sloterplas";"0";"5";"2";"3";"7";"3";"4";"3";"4";"5";"3";"1"
"Sloterpark";"11";"1";"4";"0";"1";"2";"1";"7";"1";"0";"4";"7"
"Lutkemeer/Ookmeer";"2";"0";"5";"2";"1";"2";"4";"3";"3";"2";"2";"8"
"Osdorper Bovenpolder";"0";"0";"4";"2";"0";"0";"2";"0";"2";"1";"1";"2"
"Ookmeer";"1";"0";"0";"0";"0";"1";"0";"2";"0";"1";"1";"2"
"Bedrijvenpark Lutkemeer";"1";"0";"1";"0";"1";"1";"2";"1";"1";"0";"0";"4"
"De Aker";"7";"5";"7";"7";"4";"7";"6";"3";"12";"9";"4";"5"
"Middelveldsche Akerpolder";"2";"3";"5";"2";"1";"4";"2";"1";"3";"3";"1";"0"
"De Aker-West";"2";"1";"1";"4";"0";"2";"3";"1";"5";"2";"1";"1"
"De Aker-Oost";"3";"1";"1";"1";"3";"1";"1";"1";"4";"4";"2";"4"
"De Punt";"5";"4";"13";"7";"5";"4";"2";"8";"12";"2";"3";"8"
"Bedrijvencentrum Osdorp";"3";"0";"3";"3";"0";"1";"0";"1";"5";"0";"1";"4"
"Dijkgraafpleinbuurt";"2";"4";"10";"4";"5";"3";"2";"7";"7";"2";"2";"4"
"Osdorp-Midden";"6";"15";"13";"15";"8";"15";"14";"17";"16";"13";"14";"14"
"Reimerswaal";"1";"2";"3";"3";"1";"3";"1";"1";"1";"0";"0";"2"
"Botteskerkbuurt";"3";"2";"1";"3";"2";"6";"3";"5";"5";"3";"4";"3"
"Zuidwestkwadrant-Noord";"0";"3";"3";"4";"2";"1";"2";"9";"4";"6";"4";"3"
"Zuidwestkwadrant-Zuid";"2";"8";"6";"5";"3";"5";"8";"2";"6";"4";"6";"6"
