"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 3.6.4 Aantasting openbare orde"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Cremerbuurt-West";"2";"3";"1";"1";"1";"0";"1";"0";"0";"2";"0";"0"
"Vondelparkbuurt-West";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Helmersbuurt";"8";"4";"2";"4";"1";"1";"2";"2";"0";"1";"4";"5"
"Cremerbuurt-Oost";"2";"0";"1";"2";"0";"0";"1";"1";"0";"1";"1";"1"
"WG-terrein";"3";"3";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1"
"Helmersbuurt-Oost";"3";"1";"0";"1";"0";"0";"0";"0";"0";"0";"2";"3"
"Vondelparkbuurt";"5";"5";"1";"1";"2";"1";"3";"7";"1";"2";"2";"4"
"Vondelparkbuurt-Midden";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Vondelparkbuurt-Oost";"3";"3";"1";"1";"2";"1";"3";"7";"1";"1";"2";"4"
"Sloterdijk Nieuw-West";"2";"3";"3";"5";"5";"8";"7";"7";"9";"5";"11";"11"
"Sloterdijk De Heining";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sloterdijk Poort-Noord";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"Sloterdijk Poort-Zuid";"0";"0";"0";"0";"0";"1";"0";"1";"3";"3";"3";"2"
"Sloterdijk Rhônepark";"0";"2";"1";"0";"0";"2";"1";"1";"1";"0";"1";"1"
"Sloterdijk Donauhoek";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0"
"Bretten-West";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bretten-Oost";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1"
"Sloterdijk Stationskwartier";"1";"1";"2";"4";"4";"5";"6";"4";"4";"1";"6";"6"
"Geuzenveld";"4";"4";"4";"2";"1";"8";"6";"3";"7";"6";"1";"3"
"Osdorper Binnenpolder";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"De Eendracht";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ruys de Beerenbrouckbuurt";"1";"3";"1";"0";"0";"4";"3";"1";"2";"4";"0";"1"
"Eendrachtspark";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Van Tijenbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Dudokbuurt";"1";"1";"0";"0";"0";"1";"3";"0";"1";"0";"1";"1"
"Bakemabuurt";"2";"0";"3";"2";"0";"3";"0";"2";"2";"0";"0";"1"
"Wegener Sleeswijkbuurt";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0"
"Slotermeer-West";"4";"7";"2";"3";"3";"3";"3";"5";"9";"3";"2";"5"
"Jan de Louterbuurt";"2";"3";"1";"2";"0";"1";"2";"2";"4";"1";"2";"3"
"Lodewijk van Deysselbuurt";"2";"3";"0";"0";"2";"1";"0";"2";"5";"1";"0";"0"
"Confuciusbuurt";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"2"
"Slotermeer-Noordoost";"4";"3";"0";"7";"5";"5";"6";"3";"2";"3";"7";"5"
"Arondeusbuurt";"1";"1";"0";"3";"1";"1";"1";"0";"1";"0";"1";"4"
"Coronelbuurt";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Meerwaldtbuurt";"2";"0";"0";"1";"2";"1";"2";"2";"1";"0";"2";"1"
"Dobbebuurt";"1";"2";"0";"3";"2";"3";"3";"1";"0";"3";"4";"0"
"Slotermeer-Zuidoost";"6";"3";"2";"2";"1";"1";"1";"7";"7";"9";"4";"3"
"Dichtersbuurt";"1";"0";"0";"0";"0";"0";"0";"2";"0";"1";"1";"2"
"Louis Couperusbuurt";"2";"2";"1";"1";"0";"0";"1";"3";"5";"1";"1";"1"
"Noordoever Sloterplas";"3";"0";"1";"0";"1";"1";"0";"2";"1";"5";"2";"0"
"Sloterpark";"0";"1";"0";"1";"0";"0";"0";"0";"1";"2";"0";"0"
"Lutkemeer/Ookmeer";"0";"0";"0";"0";"0";"0";"0";"2";"4";"26";"0";"0"
"Osdorper Bovenpolder";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Ookmeer";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0"
"Bedrijvenpark Lutkemeer";"0";"0";"0";"0";"0";"0";"0";"2";"2";"24";"0";"0"
"De Aker";"1";"0";"1";"1";"1";"2";"1";"1";"3";"2";"3";"1"
"Middelveldsche Akerpolder";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0"
"De Aker-West";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"1";"0"
"De Aker-Oost";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"2";"1"
"De Punt";"2";"4";"0";"6";"5";"3";"1";"0";"5";"4";"1";"1"
"Bedrijvencentrum Osdorp";"0";"0";"0";"0";"1";"3";"0";"0";"1";"1";"0";"1"
"Dijkgraafpleinbuurt";"2";"4";"0";"6";"4";"0";"1";"0";"4";"3";"1";"0"
"Osdorp-Midden";"0";"5";"4";"6";"1";"0";"2";"7";"10";"7";"7";"4"
"Reimerswaal";"0";"0";"1";"1";"0";"0";"2";"1";"1";"3";"0";"0"
"Botteskerkbuurt";"0";"2";"0";"2";"0";"0";"0";"1";"1";"0";"2";"1"
"Zuidwestkwadrant-Noord";"0";"3";"0";"2";"0";"0";"0";"5";"3";"3";"3";"3"
"Zuidwestkwadrant-Zuid";"0";"0";"3";"1";"1";"0";"0";"0";"5";"1";"2";"0"
"Osdorp-Oost";"7";"6";"9";"8";"5";"10";"2";"13";"14";"12";"6";"5"
"Wildeman";"1";"2";"8";"5";"3";"3";"1";"9";"9";"9";"4";"2"
"Meer en Oever";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"Osdorpplein e.o.";"6";"3";"0";"1";"1";"4";"1";"2";"2";"2";"2";"1"
"Calandlaan/Lelylaan";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"Osdorp-Zuidoost";"0";"0";"1";"2";"1";"2";"0";"2";"2";"1";"0";"1"
"Slotervaart-Noord";"3";"1";"4";"3";"4";"0";"1";"1";"2";"3";"0";"3"
"Oostoever Sloterplas";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1"
"Emanuel van Meterenbuurt";"0";"0";"1";"0";"1";"0";"0";"0";"2";"0";"0";"0"
"Jacob Geelbuurt";"2";"1";"3";"2";"2";"0";"1";"1";"0";"3";"0";"2"
"Overtoomse Veld";"21";"1";"5";"6";"4";"4";"5";"7";"6";"7";"3";"8"
"Lucas/Andreasziekenhuis e.o.";"2";"0";"2";"2";"1";"0";"1";"1";"1";"1";"0";"1"
"Overtoomse Veld-Noord";"0";"0";"0";"2";"1";"1";"1";"2";"1";"0";"1";"1"
"Rembrandtpark-Noord";"13";"1";"1";"1";"1";"1";"3";"3";"0";"0";"0";"2"
"Overtoomse Veld-Zuid";"3";"0";"2";"0";"0";"2";"0";"1";"3";"2";"2";"4"
"Rembrandtpark-Zuid";"2";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0"
"Johan Jongkindbuurt";"1";"0";"0";"1";"0";"0";"0";"0";"0";"3";"0";"0"
"Slotervaart-Zuid";"6";"4";"4";"3";"3";"5";"5";"3";"4";"5";"5";"5"
"Louis Crispijnbuurt";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"2";"0"
"Jacques Veldmanbuurt";"4";"1";"4";"0";"2";"4";"4";"3";"3";"2";"0";"1"
"Medisch Centrum Slotervaart";"1";"1";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0"
"Staalmanbuurt";"1";"1";"0";"2";"1";"1";"0";"0";"1";"1";"1";"4"
"Westlandgracht";"9";"3";"6";"2";"4";"2";"4";"3";"3";"2";"3";"7"
"Schipluidenbuurt";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1"
"Koningin Wilhelminaplein";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0"
"Andreasterrein";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1"
"Delflandpleinbuurt-West";"3";"1";"2";"2";"0";"0";"0";"2";"1";"0";"1";"4"
"Delflandpleinbuurt-Oost";"1";"0";"3";"0";"4";"1";"2";"0";"1";"2";"0";"1"
"Riekerhaven";"1";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0"
"Sloten/Nieuw-Sloten";"2";"4";"1";"5";"2";"2";"0";"4";"0";"10";"1";"2"
"Dorp Sloten";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"Nieuw-Sloten-Noordwest";"1";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0"
"Nieuw-Sloten-Noordoost";"0";"2";"0";"2";"0";"0";"0";"0";"0";"3";"0";"0"
