"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)";"Aangiften (aantal)"
"1.1.1 Diefstal/inbraak woning";"2012";"Nederland";91595;90236
"1.1.1 Diefstal/inbraak woning";"2013";"Nederland";87455;86685
"1.1.1 Diefstal/inbraak woning";"2014";"Nederland";71143;70524
"1.1.1 Diefstal/inbraak woning";"2015";"Nederland";64676;64098
"1.1.1 Diefstal/inbraak woning";"2016";"Nederland";55495;54920
"1.1.1 Diefstal/inbraak woning";"2017";"Nederland";49209;48762
"1.1.1 Diefstal/inbraak woning";"2018";"Nederland";42887;42398
"1.1.1 Diefstal/inbraak woning";"2019";"Nederland";39474;38972
"1.1.1 Diefstal/inbraak woning";"2020";"Nederland";30571;30070
"1.1.1 Diefstal/inbraak woning";"2021";"Nederland";23525;23015
"1.1.1 Diefstal/inbraak woning";"2022";"Nederland";24414;23910
"1.1.1 Diefstal/inbraak woning";"2023";"Nederland";22760;22215
"1.1.1 Diefstal/inbraak woning";"2012";"Aa en Hunze";108;103
"1.1.1 Diefstal/inbraak woning";"2013";"Aa en Hunze";106;103
"1.1.1 Diefstal/inbraak woning";"2014";"Aa en Hunze";44;45
"1.1.1 Diefstal/inbraak woning";"2015";"Aa en Hunze";82;81
"1.1.1 Diefstal/inbraak woning";"2016";"Aa en Hunze";56;54
"1.1.1 Diefstal/inbraak woning";"2017";"Aa en Hunze";49;46
"1.1.1 Diefstal/inbraak woning";"2018";"Aa en Hunze";56;54
"1.1.1 Diefstal/inbraak woning";"2019";"Aa en Hunze";54;52
"1.1.1 Diefstal/inbraak woning";"2020";"Aa en Hunze";35;35
"1.1.1 Diefstal/inbraak woning";"2021";"Aa en Hunze";23;21
"1.1.1 Diefstal/inbraak woning";"2022";"Aa en Hunze";43;45
"1.1.1 Diefstal/inbraak woning";"2023";"Aa en Hunze";34;34
"1.1.1 Diefstal/inbraak woning";"2012";"Aalsmeer";148;147
"1.1.1 Diefstal/inbraak woning";"2013";"Aalsmeer";103;103
