"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)";"Aangiften (aantal)"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Nederland";99450;98021
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Nederland";96122;94789
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Nederland";84717;83632
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Nederland";82098;80882
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Nederland";77412;76060
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Nederland";63759;62467
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Nederland";53478;52546
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Nederland";48515;47583
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Nederland";45250;44283
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Nederland";38642;37810
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Nederland";43210;42374
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Nederland";43526;42585
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Aa en Hunze";117;115
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Aa en Hunze";52;52
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Aa en Hunze";28;27
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Aa en Hunze";24;24
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Aa en Hunze";12;11
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Aa en Hunze";3;3
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Aa en Hunze";9;9
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Aa en Hunze";7;7
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Aa en Hunze";5;5
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Aa en Hunze";15;15
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Aa en Hunze";6;6
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Aa en Hunze";13;13
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Aalsmeer";71;70
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Aalsmeer";146;146
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Aalsmeer";79;79
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Aalsmeer";72;70
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Aalsmeer";97;97
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Aalsmeer";73;74
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Aalsmeer";68;69
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Aalsmeer";68;68
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Aalsmeer";42;41
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Aalsmeer";32;29
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Aalsmeer";30;30
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Aalsmeer";51;49
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Aalten";15;14
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Aalten";21;20
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Aalten";16;16
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Aalten";27;25
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Aalten";44;43
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Aalten";12;12
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Aalten";7;7
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Aalten";13;13
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Aalten";9;9
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Aalten";8;8
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Aalten";6;6
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Aalten";6;6
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Achtkarspelen";37;36
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Achtkarspelen";31;29
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Achtkarspelen";20;19
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Achtkarspelen";13;13
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Achtkarspelen";21;20
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Achtkarspelen";8;8
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Achtkarspelen";8;7
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Achtkarspelen";12;11
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Achtkarspelen";7;6
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Achtkarspelen";19;20
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Achtkarspelen";7;7
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Achtkarspelen";7;7
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Alblasserdam";56;55
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Alblasserdam";38;37
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Alblasserdam";37;37
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Alblasserdam";42;41
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Alblasserdam";34;33
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Alblasserdam";45;45
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Alblasserdam";12;12
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Alblasserdam";43;42
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Alblasserdam";45;44
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Alblasserdam";21;20
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Alblasserdam";17;17
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Alblasserdam";18;19
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Albrandswaard";79;76
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Albrandswaard";193;191
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Albrandswaard";136;131
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Albrandswaard";118;113
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Albrandswaard";92;87
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Albrandswaard";97;93
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Albrandswaard";85;83
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Albrandswaard";74;74
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Albrandswaard";97;96
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Albrandswaard";44;43
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Albrandswaard";43;41
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Albrandswaard";50;49
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Alkmaar";510;508
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Alkmaar";432;428
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Alkmaar";440;430
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Alkmaar";334;331
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Alkmaar";235;229
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Alkmaar";200;197
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Alkmaar";163;163
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Alkmaar";115;111
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Alkmaar";177;171
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Alkmaar";125;123
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Alkmaar";178;178
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Alkmaar";184;178
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Almelo";178;171
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Almelo";198;191
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Almelo";100;97
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Almelo";124;118
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Almelo";125;122
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Almelo";106;103
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Almelo";68;65
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Almelo";68;67
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Almelo";75;74
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Almelo";33;33
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Almelo";96;95
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Almelo";69;67
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Almere";1620;1605
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Almere";1721;1695
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Almere";928;924
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Almere";720;717
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Almere";651;647
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Almere";609;605
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Almere";665;653
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Almere";576;567
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Almere";596;584
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Almere";448;437
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Almere";369;367
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Almere";403;393
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Alphen aan den Rijn";554;550
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Alphen aan den Rijn";511;504
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Alphen aan den Rijn";368;367
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Alphen aan den Rijn";336;334
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Alphen aan den Rijn";318;313
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Alphen aan den Rijn";198;195
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Alphen aan den Rijn";253;250
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Alphen aan den Rijn";225;221
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Alphen aan den Rijn";228;223
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Alphen aan den Rijn";131;128
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Alphen aan den Rijn";133;133
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Alphen aan den Rijn";118;117
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Alphen-Chaam";55;54
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Alphen-Chaam";38;38
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Alphen-Chaam";24;24
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Alphen-Chaam";53;53
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Alphen-Chaam";15;14
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Alphen-Chaam";19;20
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Alphen-Chaam";5;5
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Alphen-Chaam";13;13
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Alphen-Chaam";12;12
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Alphen-Chaam";11;11
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Alphen-Chaam";6;5
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Alphen-Chaam";7;7
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Altena";226;222
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Altena";248;243
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Altena";272;269
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Altena";183;181
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Altena";176;175
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Altena";93;91
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Altena";86;84
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Altena";81;78
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Altena";98;96
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Altena";39;39
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Altena";33;32
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Altena";35;35
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Ameland";3;3
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Ameland";1;1
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Ameland";2;2
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Ameland";2;2
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Ameland";7;7
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Ameland";2;2
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Ameland";2;2
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Ameland";1;1
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020";"Ameland";1;1
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021";"Ameland";1;1
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022";"Ameland";;
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023";"Ameland";;
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012";"Amersfoort";1364;1364
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013";"Amersfoort";1352;1345
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014";"Amersfoort";987;981
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015";"Amersfoort";748;748
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016";"Amersfoort";767;762
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017";"Amersfoort";569;566
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018";"Amersfoort";613;611
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019";"Amersfoort";643;633
