"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)";"Aangiften (aantal)"
"2.6.10 Bestrijdingsmiddelen";"2012";"Nederland";9;
"2.6.10 Bestrijdingsmiddelen";"2013";"Nederland";5;
"2.6.10 Bestrijdingsmiddelen";"2014";"Nederland";2;1
"2.6.10 Bestrijdingsmiddelen";"2015";"Nederland";3;
"2.6.10 Bestrijdingsmiddelen";"2016";"Nederland";6;1
"2.6.10 Bestrijdingsmiddelen";"2017";"Nederland";2;
"2.6.10 Bestrijdingsmiddelen";"2018";"Nederland";8;1
"2.6.10 Bestrijdingsmiddelen";"2019";"Nederland";3;1
"2.6.10 Bestrijdingsmiddelen";"2020";"Nederland";3;1
"2.6.10 Bestrijdingsmiddelen";"2021";"Nederland";1;1
"2.6.10 Bestrijdingsmiddelen";"2022";"Nederland";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Nederland";1;
"2.6.10 Bestrijdingsmiddelen";"2012";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2014";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2017";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2020";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2022";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Aa en Hunze";;
"2.6.10 Bestrijdingsmiddelen";"2012";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2014";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2017";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2020";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2022";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Aalsmeer";;
"2.6.10 Bestrijdingsmiddelen";"2012";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2014";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2017";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2020";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2022";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Aalten";;
"2.6.10 Bestrijdingsmiddelen";"2012";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2014";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2017";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2020";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2022";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Achtkarspelen";;
"2.6.10 Bestrijdingsmiddelen";"2012";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2014";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2017";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2020";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2022";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Alblasserdam";;
"2.6.10 Bestrijdingsmiddelen";"2012";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2014";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2017";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2020";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2022";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Albrandswaard";;
"2.6.10 Bestrijdingsmiddelen";"2012";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2014";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2017";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Alkmaar";1;
"2.6.10 Bestrijdingsmiddelen";"2020";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2022";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Alkmaar";;
"2.6.10 Bestrijdingsmiddelen";"2012";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2014";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2017";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2020";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2022";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Almelo";;
"2.6.10 Bestrijdingsmiddelen";"2012";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2014";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Almere";1;
"2.6.10 Bestrijdingsmiddelen";"2017";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2020";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2022";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Almere";;
"2.6.10 Bestrijdingsmiddelen";"2012";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Alphen aan den Rijn";1;
"2.6.10 Bestrijdingsmiddelen";"2014";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2017";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2020";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2022";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2023";"Alphen aan den Rijn";;
"2.6.10 Bestrijdingsmiddelen";"2012";"Alphen-Chaam";;
"2.6.10 Bestrijdingsmiddelen";"2013";"Alphen-Chaam";;
"2.6.10 Bestrijdingsmiddelen";"2014";"Alphen-Chaam";;
"2.6.10 Bestrijdingsmiddelen";"2015";"Alphen-Chaam";;
"2.6.10 Bestrijdingsmiddelen";"2016";"Alphen-Chaam";;
"2.6.10 Bestrijdingsmiddelen";"2017";"Alphen-Chaam";;
"2.6.10 Bestrijdingsmiddelen";"2018";"Alphen-Chaam";;
"2.6.10 Bestrijdingsmiddelen";"2019";"Alphen-Chaam";;
"2.6.10 Bestrijdingsmiddelen";"2020";"Alphen-Chaam";;
"2.6.10 Bestrijdingsmiddelen";"2021";"Alphen-Chaam";;
