"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)";"Aangiften (aantal)"
"1.4.6 Straatroof";"2012";"Nederland";7988;7831
"1.4.6 Straatroof";"2013";"Nederland";7006;6926
"1.4.6 Straatroof";"2014";"Nederland";5432;5366
"1.4.6 Straatroof";"2015";"Nederland";4738;4618
"1.4.6 Straatroof";"2016";"Nederland";4179;4013
"1.4.6 Straatroof";"2017";"Nederland";3591;3397
"1.4.6 Straatroof";"2018";"Nederland";3534;3352
"1.4.6 Straatroof";"2019";"Nederland";3781;3562
"1.4.6 Straatroof";"2020";"Nederland";3187;3014
"1.4.6 Straatroof";"2021";"Nederland";2318;2195
"1.4.6 Straatroof";"2022";"Nederland";2484;2272
"1.4.6 Straatroof";"2023";"Nederland";2436;2174
"1.4.6 Straatroof";"2012";"Aa en Hunze";1;1
"1.4.6 Straatroof";"2013";"Aa en Hunze";;
"1.4.6 Straatroof";"2014";"Aa en Hunze";;
"1.4.6 Straatroof";"2015";"Aa en Hunze";;
"1.4.6 Straatroof";"2016";"Aa en Hunze";;
"1.4.6 Straatroof";"2017";"Aa en Hunze";;
"1.4.6 Straatroof";"2018";"Aa en Hunze";;
"1.4.6 Straatroof";"2019";"Aa en Hunze";;
"1.4.6 Straatroof";"2020";"Aa en Hunze";;
"1.4.6 Straatroof";"2021";"Aa en Hunze";1;1
"1.4.6 Straatroof";"2022";"Aa en Hunze";;
"1.4.6 Straatroof";"2023";"Aa en Hunze";;
"1.4.6 Straatroof";"2012";"Aalsmeer";4;4
"1.4.6 Straatroof";"2013";"Aalsmeer";5;6
"1.4.6 Straatroof";"2014";"Aalsmeer";2;2
"1.4.6 Straatroof";"2015";"Aalsmeer";2;2
"1.4.6 Straatroof";"2016";"Aalsmeer";2;3
"1.4.6 Straatroof";"2017";"Aalsmeer";3;2
"1.4.6 Straatroof";"2018";"Aalsmeer";2;2
"1.4.6 Straatroof";"2019";"Aalsmeer";5;5
"1.4.6 Straatroof";"2020";"Aalsmeer";4;4
"1.4.6 Straatroof";"2021";"Aalsmeer";4;3
"1.4.6 Straatroof";"2022";"Aalsmeer";1;
"1.4.6 Straatroof";"2023";"Aalsmeer";3;2
"1.4.6 Straatroof";"2012";"Aalten";1;1
"1.4.6 Straatroof";"2013";"Aalten";;
"1.4.6 Straatroof";"2014";"Aalten";;
