"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)";"Aangiften (aantal)"
"1.6.3 Mensenhandel";"2012";"Nederland";536;244
"1.6.3 Mensenhandel";"2013";"Nederland";416;166
"1.6.3 Mensenhandel";"2014";"Nederland";381;129
"1.6.3 Mensenhandel";"2015";"Nederland";369;96
"1.6.3 Mensenhandel";"2016";"Nederland";480;138
"1.6.3 Mensenhandel";"2017";"Nederland";497;175
"1.6.3 Mensenhandel";"2018";"Nederland";609;213
"1.6.3 Mensenhandel";"2019";"Nederland";965;398
"1.6.3 Mensenhandel";"2020";"Nederland";563;270
"1.6.3 Mensenhandel";"2021";"Nederland";565;115
"1.6.3 Mensenhandel";"2022";"Nederland";654;111
"1.6.3 Mensenhandel";"2023";"Nederland";634;154
"1.6.3 Mensenhandel";"2012";"Aa en Hunze";2;
"1.6.3 Mensenhandel";"2013";"Aa en Hunze";;
"1.6.3 Mensenhandel";"2014";"Aa en Hunze";;
"1.6.3 Mensenhandel";"2015";"Aa en Hunze";;
"1.6.3 Mensenhandel";"2016";"Aa en Hunze";1;
"1.6.3 Mensenhandel";"2017";"Aa en Hunze";;
"1.6.3 Mensenhandel";"2018";"Aa en Hunze";;
"1.6.3 Mensenhandel";"2019";"Aa en Hunze";;
"1.6.3 Mensenhandel";"2020";"Aa en Hunze";;
"1.6.3 Mensenhandel";"2021";"Aa en Hunze";;
"1.6.3 Mensenhandel";"2022";"Aa en Hunze";;
"1.6.3 Mensenhandel";"2023";"Aa en Hunze";;
"1.6.3 Mensenhandel";"2012";"Aalsmeer";1;
"1.6.3 Mensenhandel";"2013";"Aalsmeer";1;
"1.6.3 Mensenhandel";"2014";"Aalsmeer";;
"1.6.3 Mensenhandel";"2015";"Aalsmeer";;
"1.6.3 Mensenhandel";"2016";"Aalsmeer";1;
"1.6.3 Mensenhandel";"2017";"Aalsmeer";1;
"1.6.3 Mensenhandel";"2018";"Aalsmeer";;
"1.6.3 Mensenhandel";"2019";"Aalsmeer";;
"1.6.3 Mensenhandel";"2020";"Aalsmeer";2;
"1.6.3 Mensenhandel";"2021";"Aalsmeer";;
"1.6.3 Mensenhandel";"2022";"Aalsmeer";;
"1.6.3 Mensenhandel";"2023";"Aalsmeer";;
"1.6.3 Mensenhandel";"2012";"Aalten";;
"1.6.3 Mensenhandel";"2013";"Aalten";;
"1.6.3 Mensenhandel";"2014";"Aalten";;
"1.6.3 Mensenhandel";"2015";"Aalten";;
