"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)";"Aangiften (aantal)"
"3.7.4 Cybercrime";"2023 maart";"Nederland";1031;1009
"3.7.4 Cybercrime";"2023 april";"Nederland";1067;1042
"3.7.4 Cybercrime";"2023 mei";"Nederland";1050;1021
"3.7.4 Cybercrime";"2023 juni";"Nederland";982;966
"3.7.4 Cybercrime";"2023 juli";"Nederland";927;914
"3.7.4 Cybercrime";"2023 augustus";"Nederland";1146;1121
"3.7.4 Cybercrime";"2023 september";"Nederland";1028;1002
"3.7.4 Cybercrime";"2023 oktober";"Nederland";841;843
"3.7.4 Cybercrime";"2023 november";"Nederland";925;907
"3.7.4 Cybercrime";"2023 december";"Nederland";763;722
"3.7.4 Cybercrime";"2024 januari";"Nederland";982;
"3.7.4 Cybercrime";"2024 februari";"Nederland";841;
"3.7.4 Cybercrime";"2023 maart";"Aa en Hunze";2;2
"3.7.4 Cybercrime";"2023 april";"Aa en Hunze";1;1
"3.7.4 Cybercrime";"2023 mei";"Aa en Hunze";2;2
"3.7.4 Cybercrime";"2023 juni";"Aa en Hunze";1;1
"3.7.4 Cybercrime";"2023 juli";"Aa en Hunze";;
"3.7.4 Cybercrime";"2023 augustus";"Aa en Hunze";1;1
"3.7.4 Cybercrime";"2023 september";"Aa en Hunze";1;1
"3.7.4 Cybercrime";"2023 oktober";"Aa en Hunze";;
"3.7.4 Cybercrime";"2023 november";"Aa en Hunze";2;2
"3.7.4 Cybercrime";"2023 december";"Aa en Hunze";3;2
"3.7.4 Cybercrime";"2024 januari";"Aa en Hunze";;
"3.7.4 Cybercrime";"2024 februari";"Aa en Hunze";3;
"3.7.4 Cybercrime";"2023 maart";"Aalsmeer";5;5
"3.7.4 Cybercrime";"2023 april";"Aalsmeer";3;3
"3.7.4 Cybercrime";"2023 mei";"Aalsmeer";2;2
"3.7.4 Cybercrime";"2023 juni";"Aalsmeer";2;2
"3.7.4 Cybercrime";"2023 juli";"Aalsmeer";1;1
"3.7.4 Cybercrime";"2023 augustus";"Aalsmeer";;
"3.7.4 Cybercrime";"2023 september";"Aalsmeer";3;3
"3.7.4 Cybercrime";"2023 oktober";"Aalsmeer";2;2
"3.7.4 Cybercrime";"2023 november";"Aalsmeer";;
"3.7.4 Cybercrime";"2023 december";"Aalsmeer";1;1
"3.7.4 Cybercrime";"2024 januari";"Aalsmeer";1;
"3.7.4 Cybercrime";"2024 februari";"Aalsmeer";1;
"3.7.4 Cybercrime";"2023 maart";"Aalten";;
"3.7.4 Cybercrime";"2023 april";"Aalten";1;1
"3.7.4 Cybercrime";"2023 mei";"Aalten";;
"3.7.4 Cybercrime";"2023 juni";"Aalten";;
"3.7.4 Cybercrime";"2023 juli";"Aalten";1;1
"3.7.4 Cybercrime";"2023 augustus";"Aalten";1;1
"3.7.4 Cybercrime";"2023 september";"Aalten";1;1
"3.7.4 Cybercrime";"2023 oktober";"Aalten";3;3
"3.7.4 Cybercrime";"2023 november";"Aalten";1;1
"3.7.4 Cybercrime";"2023 december";"Aalten";1;1
"3.7.4 Cybercrime";"2024 januari";"Aalten";2;
"3.7.4 Cybercrime";"2024 februari";"Aalten";;
"3.7.4 Cybercrime";"2023 maart";"Achtkarspelen";1;1
"3.7.4 Cybercrime";"2023 april";"Achtkarspelen";1;1
"3.7.4 Cybercrime";"2023 mei";"Achtkarspelen";3;3
"3.7.4 Cybercrime";"2023 juni";"Achtkarspelen";1;1
"3.7.4 Cybercrime";"2023 juli";"Achtkarspelen";;
"3.7.4 Cybercrime";"2023 augustus";"Achtkarspelen";1;1
"3.7.4 Cybercrime";"2023 september";"Achtkarspelen";;
"3.7.4 Cybercrime";"2023 oktober";"Achtkarspelen";;
"3.7.4 Cybercrime";"2023 november";"Achtkarspelen";2;2
"3.7.4 Cybercrime";"2023 december";"Achtkarspelen";;
"3.7.4 Cybercrime";"2024 januari";"Achtkarspelen";2;
"3.7.4 Cybercrime";"2024 februari";"Achtkarspelen";;
"3.7.4 Cybercrime";"2023 maart";"Alblasserdam";;
"3.7.4 Cybercrime";"2023 april";"Alblasserdam";2;1
"3.7.4 Cybercrime";"2023 mei";"Alblasserdam";;
"3.7.4 Cybercrime";"2023 juni";"Alblasserdam";1;1
"3.7.4 Cybercrime";"2023 juli";"Alblasserdam";;
"3.7.4 Cybercrime";"2023 augustus";"Alblasserdam";1;1
"3.7.4 Cybercrime";"2023 september";"Alblasserdam";;
"3.7.4 Cybercrime";"2023 oktober";"Alblasserdam";1;1
"3.7.4 Cybercrime";"2023 november";"Alblasserdam";3;3
"3.7.4 Cybercrime";"2023 december";"Alblasserdam";;
"3.7.4 Cybercrime";"2024 januari";"Alblasserdam";;
"3.7.4 Cybercrime";"2024 februari";"Alblasserdam";1;
"3.7.4 Cybercrime";"2023 maart";"Albrandswaard";1;1
"3.7.4 Cybercrime";"2023 april";"Albrandswaard";1;1
"3.7.4 Cybercrime";"2023 mei";"Albrandswaard";1;1
"3.7.4 Cybercrime";"2023 juni";"Albrandswaard";1;1
"3.7.4 Cybercrime";"2023 juli";"Albrandswaard";;
"3.7.4 Cybercrime";"2023 augustus";"Albrandswaard";4;4
"3.7.4 Cybercrime";"2023 september";"Albrandswaard";3;3
"3.7.4 Cybercrime";"2023 oktober";"Albrandswaard";;
"3.7.4 Cybercrime";"2023 november";"Albrandswaard";1;1
"3.7.4 Cybercrime";"2023 december";"Albrandswaard";;
"3.7.4 Cybercrime";"2024 januari";"Albrandswaard";1;
"3.7.4 Cybercrime";"2024 februari";"Albrandswaard";1;
"3.7.4 Cybercrime";"2023 maart";"Alkmaar";10;9
"3.7.4 Cybercrime";"2023 april";"Alkmaar";7;8
"3.7.4 Cybercrime";"2023 mei";"Alkmaar";11;11
"3.7.4 Cybercrime";"2023 juni";"Alkmaar";10;10
"3.7.4 Cybercrime";"2023 juli";"Alkmaar";5;5
"3.7.4 Cybercrime";"2023 augustus";"Alkmaar";12;11
"3.7.4 Cybercrime";"2023 september";"Alkmaar";10;10
"3.7.4 Cybercrime";"2023 oktober";"Alkmaar";5;5
"3.7.4 Cybercrime";"2023 november";"Alkmaar";3;3
"3.7.4 Cybercrime";"2023 december";"Alkmaar";8;8
"3.7.4 Cybercrime";"2024 januari";"Alkmaar";3;
"3.7.4 Cybercrime";"2024 februari";"Alkmaar";4;
"3.7.4 Cybercrime";"2023 maart";"Almelo";3;2
